#
# centeralpha, centerdelta: coords of the MCEV region.
# ra_deg, dec_deg: coords of the cluster.
#
# centeralpha   centerdelta   ev_i   sig_ev_i   ra_deg         dec_deg        
  79.8762       -69.2887      0.05   0.107      80.008333333   -69.261111111  
  79.8046       -69.2887      0.08   0.133      80.008333333   -69.261111111  
  79.7331       -69.2887      0.06   0.129      80.008333333   -69.261111111  
  79.6616       -69.2887      0.04   0.123      80.008333333   -69.261111111  
  79.5901       -69.2887      0.03   0.1145     80.008333333   -69.261111111  
  79.8762       -69.2119      0.06   0.1285     80.008333333   -69.261111111  
  79.8046       -69.2119      0.05   0.1105     80.008333333   -69.261111111  
  79.7331       -69.2119      0.07   0.116      80.008333333   -69.261111111  
  79.6616       -69.2119      0.06   0.124      80.008333333   -69.261111111  
  79.5186       -69.2887      0.07   0.1295     80.008333333   -69.261111111  
  79.447        -69.2887      0.06   0.1315     80.008333333   -69.261111111  
  79.3755       -69.2887      0.09   0.1275     80.008333333   -69.261111111  
  79.304        -69.2887      0.08   0.136      80.008333333   -69.261111111  
  79.5901       -69.2119      0.08   0.1385     80.008333333   -69.261111111  
  79.5186       -69.2119      0.06   0.1235     80.008333333   -69.261111111  
  79.6616       -69.1351      0.09   0.1195     80.008333333   -69.261111111  
  79.5901       -69.1351      0.09   0.107      80.008333333   -69.261111111  
  79.447        -69.2119      0.09   0.124      80.008333333   -69.261111111  
  79.3755       -69.2119      0.08   0.116      80.008333333   -69.261111111  
  79.5186       -69.1351      0.06   0.1005     80.008333333   -69.261111111  
  79.447        -69.1351      0.04   0.0995     80.008333333   -69.261111111  
  79.3755       -69.1351      0.03   0.1045     80.008333333   -69.261111111  
  79.0101       -69.6462      0.04   0.0945     80.008333333   -69.261111111  
  78.9215       -69.6095      0.04   0.1065     80.008333333   -69.261111111  
  79.0836       -69.5698      0.02   0.0965     80.008333333   -69.261111111  
  79.0101       -69.5698      0.01   0.0955     80.008333333   -69.261111111  
  79.0894       -69.519       0.02   0.1045     80.008333333   -69.261111111  
  79.0179       -69.519       0.02   0.108      80.008333333   -69.261111111  
  78.9366       -69.5698      0.01   0.0965     80.008333333   -69.261111111  
  78.9464       -69.519       0.04   0.107      80.008333333   -69.261111111  
  78.97         -69.5142      0.02   0.107      80.008333333   -69.261111111  
  78.8988       -69.5142      0.04   0.112      80.008333333   -69.261111111  
  78.7751       -69.6095      0.05   0.099      80.008333333   -69.261111111  
  78.8275       -69.5142      0.05   0.1105     80.008333333   -69.261111111  
  78.7563       -69.5142      0.06   0.1075     80.008333333   -69.261111111  
  79.1609       -69.4423      0.04   0.1155     80.008333333   -69.261111111  
  79.0894       -69.4423      0.05   0.12       80.008333333   -69.261111111  
  78.9464       -69.4423      0.06   0.1245     80.008333333   -69.261111111  
  78.8988       -69.4378      0.04   0.1155     80.008333333   -69.261111111  
  79.0179       -69.4423      0.05   0.1155     80.008333333   -69.261111111  
  78.97         -69.4378      0.03   0.116      80.008333333   -69.261111111  
  79.2325       -69.3655      0.07   0.1395     80.008333333   -69.261111111  
  79.1609       -69.3655      0.08   0.1415     80.008333333   -69.261111111  
  79.0894       -69.3655      0.09   0.1195     80.008333333   -69.261111111  
  79.0179       -69.3655      0.07   0.1185     80.008333333   -69.261111111  
  78.9464       -69.3655      0.09   0.135      80.008333333   -69.261111111  
  78.97         -69.3615      0.08   0.1365     80.008333333   -69.261111111  
  78.8275       -69.4378      0.05   0.1185     80.008333333   -69.261111111  
  78.7563       -69.4378      0.07   0.1115     80.008333333   -69.261111111  
  78.6851       -69.4378      0.08   0.15       80.008333333   -69.261111111  
  78.6138       -69.4378      0.07   0.12       80.008333333   -69.261111111  
  78.8988       -69.3615      0.08   0.1305     80.008333333   -69.261111111  
  78.8275       -69.3615      0.06   0.123      80.008333333   -69.261111111  
  78.9464       -69.2887      0.05   0.127      80.008333333   -69.261111111  
  78.8988       -69.2851      0.06   0.1125     80.008333333   -69.261111111  
  78.7563       -69.3615      0.08   0.1205     80.008333333   -69.261111111  
  78.6851       -69.3615      0.08   0.1135     80.008333333   -69.261111111  
  78.8275       -69.2851      0.05   0.109      80.008333333   -69.261111111  
  78.7563       -69.2851      0.07   0.115      80.008333333   -69.261111111  
  78.6851       -69.2851      0.08   0.1205     80.008333333   -69.261111111  
  79.2325       -69.2887      0.08   0.1415     80.008333333   -69.261111111  
  79.1609       -69.2887      0.08   0.136      80.008333333   -69.261111111  
  79.304        -69.2119      0.08   0.1215     80.008333333   -69.261111111  
  79.2325       -69.2119      0.07   0.119      80.008333333   -69.261111111  
  79.0894       -69.2887      0.06   0.1255     80.008333333   -69.261111111  
  79.0179       -69.2887      0.07   0.1355     80.008333333   -69.261111111  
  79.1609       -69.2119      0.08   0.116      80.008333333   -69.261111111  
  79.0894       -69.2119      0.08   0.1055     80.008333333   -69.261111111  
  79.304        -69.1351      0.03   0.102      80.008333333   -69.261111111  
  79.2325       -69.1351      0.04   0.097      80.008333333   -69.261111111  
  79.1609       -69.1351      0.05   0.1075     80.008333333   -69.261111111  
  79.0894       -69.1351      0.07   0.1025     80.008333333   -69.261111111  
  78.97         -69.2851      0.06   0.129      80.008333333   -69.261111111  
  79.0179       -69.2119      0.06   0.11       80.008333333   -69.261111111  
  78.97         -69.2088      0.08   0.113      80.008333333   -69.261111111  
  78.9464       -69.2119      0.07   0.1105     80.008333333   -69.261111111  
  78.8988       -69.2088      0.08   0.1205     80.008333333   -69.261111111  
  78.8275       -69.2088      0.05   0.1185     80.008333333   -69.261111111  
  78.7563       -69.2088      0.07   0.1225     80.008333333   -69.261111111  
  79.0179       -69.1351      0.08   0.11       80.008333333   -69.261111111  
  78.97         -69.1324      0.05   0.0995     80.008333333   -69.261111111  
  78.9464       -69.1351      0.05   0.102      80.008333333   -69.261111111  
  78.8275       -69.1324      0.03   0.1145     80.008333333   -69.261111111  
  78.8988       -69.1324      0.04   0.1035     80.008333333   -69.261111111  
  78.6138       -69.3615      0.07   0.109      80.008333333   -69.261111111  
  78.6138       -69.2851      0.09   0.1165     80.008333333   -69.261111111  
  78.6851       -69.2088      0.07   0.1195     80.008333333   -69.261111111  
  78.6138       -69.2088      0.1    0.131      80.008333333   -69.261111111  
  78.7563       -69.1324      0.04   0.1105     80.008333333   -69.261111111  
  78.6851       -69.1324      0.07   0.1225     80.008333333   -69.261111111  
  78.6138       -69.1324      0.07   0.1315     80.008333333   -69.261111111  
  81.4649       -69.1724      0.08   0.098      80.008333333   -69.261111111  
  81.3222       -69.1724      0.13   0.1155     80.008333333   -69.261111111  
  81.1795       -69.1724      0.15   0.1255     80.008333333   -69.261111111  
  81.3222       -69.0187      0.06   0.0925     80.008333333   -69.261111111  
  81.0725       -69.2108      0.17   0.1585     80.008333333   -69.261111111  
  81.0725       -69.1339      0.17   0.1255     80.008333333   -69.261111111  
  81.0011       -69.1339      0.2    0.132      80.008333333   -69.261111111  
  80.9298       -69.1339      0.17   0.1245     80.008333333   -69.261111111  
  81.0725       -69.0571      0.16   0.109      80.008333333   -69.261111111  
  81.0011       -69.0571      0.17   0.1055     80.008333333   -69.261111111  
  80.9298       -69.0571      0.16   0.122      80.008333333   -69.261111111  
  80.8584       -69.1339      0.15   0.1175     80.008333333   -69.261111111  
  80.787        -69.1339      0.1    0.091      80.008333333   -69.261111111  
  80.7157       -69.1339      0.1    0.0995     80.008333333   -69.261111111  
  80.6443       -69.1339      0.09   0.0915     80.008333333   -69.261111111  
  80.5914       -69.1351      0.06   0.091      80.008333333   -69.261111111  
  80.573        -69.1339      0.09   0.0895     80.008333333   -69.261111111  
  80.8584       -69.0571      0.17   0.124      80.008333333   -69.261111111  
  80.787        -69.0571      0.16   0.108      80.008333333   -69.261111111  
  80.7157       -69.0571      0.11   0.1035     80.008333333   -69.261111111  
  80.6443       -69.0571      0.09   0.0875     80.008333333   -69.261111111  
  81.1795       -69.0187      0.11   0.103      80.008333333   -69.261111111  
  81.0725       -68.9803      0.15   0.0995     80.008333333   -69.261111111  
  81.0011       -68.9803      0.21   0.111      80.008333333   -69.261111111  
  81.1238       -68.8885      0.11   0.098      80.008333333   -69.261111111  
  80.9851       -68.8885      0.15   0.1135     80.008333333   -69.261111111  
  80.9298       -68.9803      0.2    0.123      80.008333333   -69.261111111  
  80.8584       -68.9803      0.19   0.1355     80.008333333   -69.261111111  
  80.787        -68.9803      0.16   0.1335     80.008333333   -69.261111111  
  80.7157       -68.9803      0.17   0.116      80.008333333   -69.261111111  
  80.6443       -68.9803      0.14   0.116      80.008333333   -69.261111111  
  80.8464       -68.8885      0.18   0.111      80.008333333   -69.261111111  
  80.7078       -68.8885      0.16   0.127      80.008333333   -69.261111111  
  80.5198       -69.1351      0.07   0.091      80.008333333   -69.261111111  
  80.4483       -69.1351      0.08   0.1        80.008333333   -69.261111111  
  80.3768       -69.1351      0.07   0.1        80.008333333   -69.261111111  
  80.3053       -69.1351      0.06   0.0935     80.008333333   -69.261111111  
  80.5914       -69.0584      0.08   0.099      80.008333333   -69.261111111  
  80.573        -69.0571      0.08   0.096      80.008333333   -69.261111111  
  80.5198       -69.0584      0.1    0.0925     80.008333333   -69.261111111  
  80.4483       -69.0584      0.09   0.09       80.008333333   -69.261111111  
  80.3768       -69.0584      0.11   0.103      80.008333333   -69.261111111  
  80.3053       -69.0584      0.1    0.1015     80.008333333   -69.261111111  
  80.4483       -68.9816      0.13   0.101      80.008333333   -69.261111111  
  80.3768       -68.9816      0.14   0.116      80.008333333   -69.261111111  
  80.2338       -69.1351      0.07   0.0995     80.008333333   -69.261111111  
  80.1622       -69.1351      0.05   0.0935     80.008333333   -69.261111111  
  80.0907       -69.1351      0.04   0.094      80.008333333   -69.261111111  
  80.0192       -69.1351      0.05   0.1055     80.008333333   -69.261111111  
  80.0192       -69.0584      0.08   0.105      80.008333333   -69.261111111  
  80.2338       -69.0584      0.11   0.1035     80.008333333   -69.261111111  
  80.1622       -69.0584      0.1    0.1135     80.008333333   -69.261111111  
  80.3053       -68.9816      0.16   0.112      80.008333333   -69.261111111  
  80.2338       -68.9816      0.15   0.1165     80.008333333   -69.261111111  
  80.0907       -69.0584      0.07   0.0995     80.008333333   -69.261111111  
  80.1622       -68.9816      0.14   0.106      80.008333333   -69.261111111  
  80.0907       -68.9816      0.11   0.1045     80.008333333   -69.261111111  
  80.5914       -68.9816      0.17   0.113      80.008333333   -69.261111111  
  80.573        -68.9803      0.14   0.109      80.008333333   -69.261111111  
  80.5198       -68.9816      0.15   0.111      80.008333333   -69.261111111  
  80.3992       -68.8851      0.16   0.1185     80.008333333   -69.261111111  
  80.5691       -68.8885      0.12   0.118      80.008333333   -69.261111111  
  80.5383       -68.8851      0.13   0.114      80.008333333   -69.261111111  
  80.26         -68.8851      0.18   0.114      80.008333333   -69.261111111  
  80.1208       -68.8851      0.14   0.104      80.008333333   -69.261111111  
  79.9477       -69.1351      0.09   0.1265     80.008333333   -69.261111111  
  79.8762       -69.1351      0.06   0.1245     80.008333333   -69.261111111  
  79.9477       -69.0584      0.07   0.1015     80.008333333   -69.261111111  
  79.8762       -69.0584      0.06   0.1075     80.008333333   -69.261111111  
  79.8046       -69.1351      0.07   0.1265     80.008333333   -69.261111111  
  79.7331       -69.1351      0.1    0.1045     80.008333333   -69.261111111  
  79.8046       -69.0584      0.07   0.098      80.008333333   -69.261111111  
  79.7331       -69.0584      0.07   0.106      80.008333333   -69.261111111  
  80.0192       -68.9816      0.08   0.1045     80.008333333   -69.261111111  
  79.9477       -68.9816      0.04   0.0965     80.008333333   -69.261111111  
  79.8762       -68.9816      0.05   0.0955     80.008333333   -69.261111111  
  79.8046       -68.9816      0.03   0.096      80.008333333   -69.261111111  
  79.6616       -69.0584      0.07   0.1165     80.008333333   -69.261111111  
  79.5901       -69.0584      0.07   0.1075     80.008333333   -69.261111111  
  79.5186       -69.0584      0.09   0.123      80.008333333   -69.261111111  
  79.447        -69.0584      0.09   0.135      80.008333333   -69.261111111  
  79.7331       -68.9816      0.03   0.1125     80.008333333   -69.261111111  
  79.6616       -68.9816      0.06   0.098      80.008333333   -69.261111111  
  79.5901       -68.9816      0.06   0.0905     80.008333333   -69.261111111  
  79.5186       -68.9816      0.06   0.0905     80.008333333   -69.261111111  
  79.9817       -68.8851      0.09   0.0955     80.008333333   -69.261111111  
  79.8425       -68.8851      0.07   0.0915     80.008333333   -69.261111111  
  79.7033       -68.8851      0.06   0.091      80.008333333   -69.261111111  
  79.5642       -68.8851      0.06   0.095      80.008333333   -69.261111111  
  80.5691       -68.7345      0.13   0.0925     80.008333333   -69.261111111  
  80.5383       -68.7312      0.12   0.095      80.008333333   -69.261111111  
  80.3992       -68.7312      0.12   0.117      80.008333333   -69.261111111  
  80.26         -68.7312      0.16   0.141      80.008333333   -69.261111111  
  80.1208       -68.7312      0.13   0.1185     80.008333333   -69.261111111  
  79.9817       -68.7312      0.11   0.1015     80.008333333   -69.261111111  
  79.8425       -68.7312      0.09   0.0935     80.008333333   -69.261111111  
  79.7033       -68.7312      0.09   0.0995     80.008333333   -69.261111111  
  79.3755       -69.0584      0.06   0.128      80.008333333   -69.261111111  
  79.304        -69.0584      0.05   0.0955     80.008333333   -69.261111111  
  79.2325       -69.0584      0.04   0.093      80.008333333   -69.261111111  
  79.1609       -69.0584      0.07   0.094      80.008333333   -69.261111111  
  79.447        -68.9816      0.05   0.1195     80.008333333   -69.261111111  
  79.3755       -68.9816      0.09   0.1235     80.008333333   -69.261111111  
  79.304        -68.9816      0.07   0.1055     80.008333333   -69.261111111  
  79.1609       -68.9816      0.08   0.0965     80.008333333   -69.261111111  
  79.2325       -68.9816      0.08   0.102      80.008333333   -69.261111111  
  79.0894       -69.0584      0.09   0.1035     80.008333333   -69.261111111  
  79.0179       -69.0584      0.05   0.1135     80.008333333   -69.261111111  
  78.97         -69.0561      0.06   0.1055     80.008333333   -69.261111111  
  78.9464       -69.0584      0.06   0.104      80.008333333   -69.261111111  
  78.8988       -69.0561      0.06   0.1135     80.008333333   -69.261111111  
  78.8275       -69.0561      0.06   0.1105     80.008333333   -69.261111111  
  79.0894       -68.9816      0.06   0.1005     80.008333333   -69.261111111  
  79.0179       -68.9816      0.04   0.0995     80.008333333   -69.261111111  
  78.97         -68.9797      0.04   0.1065     80.008333333   -69.261111111  
  78.9464       -68.9816      0.05   0.112      80.008333333   -69.261111111  
  78.8988       -68.9797      0.06   0.12       80.008333333   -69.261111111  
  79.425        -68.8851      0.05   0.1045     80.008333333   -69.261111111  
  79.2858       -68.8851      0.07   0.1135     80.008333333   -69.261111111  
  79.425        -68.7312      0.11   0.102      80.008333333   -69.261111111  
  79.1467       -68.8851      0.08   0.103      80.008333333   -69.261111111  
  79.0075       -68.8851      0.06   0.1005     80.008333333   -69.261111111  
  78.9605       -68.8876      0.06   0.1035     80.008333333   -69.261111111  
  78.7563       -69.0561      0.06   0.1085     80.008333333   -69.261111111  
  78.6851       -69.0561      0.06   0.101      80.008333333   -69.261111111  
  78.7563       -68.9797      0.08   0.127      80.008333333   -69.261111111  
  78.8275       -68.9797      0.06   0.1105     80.008333333   -69.261111111  
  78.8217       -68.8876      0.07   0.1105     80.008333333   -69.261111111  
  79.5642       -68.7312      0.09   0.093      80.008333333   -69.261111111  
  80.787        -69.3644      0.06   0.1        80.05          -68.904166667  
  81.0725       -69.2876      0.09   0.1245     80.05          -68.904166667  
  81.0011       -69.2876      0.09   0.107      80.05          -68.904166667  
  81.0011       -69.2108      0.16   0.1295     80.05          -68.904166667  
  80.9298       -69.2876      0.08   0.0895     80.05          -68.904166667  
  80.8584       -69.2876      0.07   0.0885     80.05          -68.904166667  
  80.787        -69.2876      0.06   0.086      80.05          -68.904166667  
  80.9298       -69.2108      0.12   0.1245     80.05          -68.904166667  
  80.8584       -69.2108      0.1    0.101      80.05          -68.904166667  
  80.7157       -69.3644      0.05   0.0945     80.05          -68.904166667  
  80.6443       -69.3644      0.06   0.1025     80.05          -68.904166667  
  80.5914       -69.3655      0.05   0.1065     80.05          -68.904166667  
  80.573        -69.3644      0.05   0.107      80.05          -68.904166667  
  80.5198       -69.3655      0.07   0.1025     80.05          -68.904166667  
  80.4483       -69.3655      0.06   0.138      80.05          -68.904166667  
  80.5914       -69.2887      0.03   0.0945     80.05          -68.904166667  
  80.573        -69.2876      0.04   0.092      80.05          -68.904166667  
  80.5198       -69.2887      0.05   0.092      80.05          -68.904166667  
  80.7157       -69.2876      0.04   0.0865     80.05          -68.904166667  
  80.6443       -69.2876      0.04   0.094      80.05          -68.904166667  
  80.787        -69.2108      0.08   0.0905     80.05          -68.904166667  
  80.7157       -69.2108      0.07   0.095      80.05          -68.904166667  
  80.6443       -69.2108      0.07   0.088      80.05          -68.904166667  
  80.5914       -69.2119      0.08   0.083      80.05          -68.904166667  
  80.573        -69.2108      0.07   0.0915     80.05          -68.904166667  
  80.1622       -69.3655      0.03   0.103      80.05          -68.904166667  
  80.0907       -69.4423      0.02   0.105      80.05          -68.904166667  
  80.0192       -69.4423      0.02   0.116      80.05          -68.904166667  
  80.0907       -69.3655      0.02   0.106      80.05          -68.904166667  
  80.0192       -69.3655      0.02   0.096      80.05          -68.904166667  
  79.9477       -69.3655      0.03   0.1105     80.05          -68.904166667  
  79.8762       -69.3655      0.05   0.113      80.05          -68.904166667  
  80.3768       -69.3655      0.05   0.1055     80.05          -68.904166667  
  80.3053       -69.3655      0.04   0.1025     80.05          -68.904166667  
  80.4483       -69.2887      0.06   0.093      80.05          -68.904166667  
  80.3768       -69.2887      0.02   0.095      80.05          -68.904166667  
  80.2338       -69.3655      0.04   0.109      80.05          -68.904166667  
  80.3053       -69.2887      0.01   0.0835     80.05          -68.904166667  
  80.2338       -69.2887      0.01   0.1015     80.05          -68.904166667  
  80.5198       -69.2119      0.04   0.0915     80.05          -68.904166667  
  80.4483       -69.2119      0.05   0.0865     80.05          -68.904166667  
  80.3768       -69.2119      0.08   0.103      80.05          -68.904166667  
  80.3053       -69.2119      0.08   0.0865     80.05          -68.904166667  
  80.2338       -69.2119      0.06   0.095      80.05          -68.904166667  
  80.1622       -69.2887      0.01   0.095      80.05          -68.904166667  
  80.0907       -69.2887      0.02   0.0905     80.05          -68.904166667  
  80.0192       -69.2887      0.02   0.091      80.05          -68.904166667  
  79.9477       -69.2887      0.04   0.0985     80.05          -68.904166667  
  80.0907       -69.2119      0.05   0.098      80.05          -68.904166667  
  80.1622       -69.2119      0.03   0.089      80.05          -68.904166667  
  80.0192       -69.2119      0.05   0.115      80.05          -68.904166667  
  79.9477       -69.2119      0.06   0.1175     80.05          -68.904166667  
  79.8046       -69.3655      0.06   0.1295     80.05          -68.904166667  
  79.7331       -69.3655      0.06   0.129      80.05          -68.904166667  
  79.6616       -69.3655      0.06   0.138      80.05          -68.904166667  
  79.5901       -69.3655      0.06   0.131      80.05          -68.904166667  
  79.5186       -69.3655      0.1    0.1225     80.05          -68.904166667  
  79.447        -69.3655      0.11   0.1455     80.05          -68.904166667  
  79.3755       -69.3655      0.1    0.1525     80.05          -68.904166667  
  79.304        -69.3655      0.1    0.133      80.05          -68.904166667  
  79.8762       -69.2887      0.05   0.107      80.05          -68.904166667  
  79.8046       -69.2887      0.08   0.133      80.05          -68.904166667  
  79.7331       -69.2887      0.06   0.129      80.05          -68.904166667  
  79.6616       -69.2887      0.04   0.123      80.05          -68.904166667  
  79.5901       -69.2887      0.03   0.1145     80.05          -68.904166667  
  79.8762       -69.2119      0.06   0.1285     80.05          -68.904166667  
  79.8046       -69.2119      0.05   0.1105     80.05          -68.904166667  
  79.7331       -69.2119      0.07   0.116      80.05          -68.904166667  
  79.6616       -69.2119      0.06   0.124      80.05          -68.904166667  
  79.5186       -69.2887      0.07   0.1295     80.05          -68.904166667  
  79.447        -69.2887      0.06   0.1315     80.05          -68.904166667  
  79.3755       -69.2887      0.09   0.1275     80.05          -68.904166667  
  79.304        -69.2887      0.08   0.136      80.05          -68.904166667  
  79.5901       -69.2119      0.08   0.1385     80.05          -68.904166667  
  79.5186       -69.2119      0.06   0.1235     80.05          -68.904166667  
  79.6616       -69.1351      0.09   0.1195     80.05          -68.904166667  
  79.5901       -69.1351      0.09   0.107      80.05          -68.904166667  
  79.447        -69.2119      0.09   0.124      80.05          -68.904166667  
  79.3755       -69.2119      0.08   0.116      80.05          -68.904166667  
  79.5186       -69.1351      0.06   0.1005     80.05          -68.904166667  
  79.447        -69.1351      0.04   0.0995     80.05          -68.904166667  
  79.3755       -69.1351      0.03   0.1045     80.05          -68.904166667  
  79.2325       -69.2887      0.08   0.1415     80.05          -68.904166667  
  79.1609       -69.2887      0.08   0.136      80.05          -68.904166667  
  79.304        -69.2119      0.08   0.1215     80.05          -68.904166667  
  79.2325       -69.2119      0.07   0.119      80.05          -68.904166667  
  79.0894       -69.2887      0.06   0.1255     80.05          -68.904166667  
  79.0179       -69.2887      0.07   0.1355     80.05          -68.904166667  
  79.1609       -69.2119      0.08   0.116      80.05          -68.904166667  
  79.0894       -69.2119      0.08   0.1055     80.05          -68.904166667  
  79.304        -69.1351      0.03   0.102      80.05          -68.904166667  
  79.2325       -69.1351      0.04   0.097      80.05          -68.904166667  
  79.1609       -69.1351      0.05   0.1075     80.05          -68.904166667  
  79.0894       -69.1351      0.07   0.1025     80.05          -68.904166667  
  79.0179       -69.2119      0.06   0.11       80.05          -68.904166667  
  78.97         -69.2088      0.08   0.113      80.05          -68.904166667  
  78.9464       -69.2119      0.07   0.1105     80.05          -68.904166667  
  78.8988       -69.2088      0.08   0.1205     80.05          -68.904166667  
  79.0179       -69.1351      0.08   0.11       80.05          -68.904166667  
  78.97         -69.1324      0.05   0.0995     80.05          -68.904166667  
  78.9464       -69.1351      0.05   0.102      80.05          -68.904166667  
  78.8275       -69.1324      0.03   0.1145     80.05          -68.904166667  
  78.8988       -69.1324      0.04   0.1035     80.05          -68.904166667  
  78.7563       -69.1324      0.04   0.1105     80.05          -68.904166667  
  81.3222       -69.1724      0.13   0.1155     80.05          -68.904166667  
  81.1795       -69.1724      0.15   0.1255     80.05          -68.904166667  
  81.4649       -69.0187      0.09   0.091      80.05          -68.904166667  
  81.3222       -69.0187      0.06   0.0925     80.05          -68.904166667  
  81.4011       -68.8885      0.09   0.1075     80.05          -68.904166667  
  81.0725       -69.2108      0.17   0.1585     80.05          -68.904166667  
  81.0725       -69.1339      0.17   0.1255     80.05          -68.904166667  
  81.0011       -69.1339      0.2    0.132      80.05          -68.904166667  
  80.9298       -69.1339      0.17   0.1245     80.05          -68.904166667  
  81.0725       -69.0571      0.16   0.109      80.05          -68.904166667  
  81.0011       -69.0571      0.17   0.1055     80.05          -68.904166667  
  80.9298       -69.0571      0.16   0.122      80.05          -68.904166667  
  80.8584       -69.1339      0.15   0.1175     80.05          -68.904166667  
  80.787        -69.1339      0.1    0.091      80.05          -68.904166667  
  80.7157       -69.1339      0.1    0.0995     80.05          -68.904166667  
  80.6443       -69.1339      0.09   0.0915     80.05          -68.904166667  
  80.5914       -69.1351      0.06   0.091      80.05          -68.904166667  
  80.573        -69.1339      0.09   0.0895     80.05          -68.904166667  
  80.8584       -69.0571      0.17   0.124      80.05          -68.904166667  
  80.787        -69.0571      0.16   0.108      80.05          -68.904166667  
  80.7157       -69.0571      0.11   0.1035     80.05          -68.904166667  
  80.6443       -69.0571      0.09   0.0875     80.05          -68.904166667  
  81.1795       -69.0187      0.11   0.103      80.05          -68.904166667  
  81.0725       -68.9803      0.15   0.0995     80.05          -68.904166667  
  81.0011       -68.9803      0.21   0.111      80.05          -68.904166667  
  81.2624       -68.8885      0.1    0.086      80.05          -68.904166667  
  81.1238       -68.8885      0.11   0.098      80.05          -68.904166667  
  80.9851       -68.8885      0.15   0.1135     80.05          -68.904166667  
  80.9298       -68.9803      0.2    0.123      80.05          -68.904166667  
  80.8584       -68.9803      0.19   0.1355     80.05          -68.904166667  
  80.787        -68.9803      0.16   0.1335     80.05          -68.904166667  
  80.7157       -68.9803      0.17   0.116      80.05          -68.904166667  
  80.6443       -68.9803      0.14   0.116      80.05          -68.904166667  
  80.8464       -68.8885      0.18   0.111      80.05          -68.904166667  
  80.7078       -68.8885      0.16   0.127      80.05          -68.904166667  
  81.4011       -68.7345      0.13   0.103      80.05          -68.904166667  
  81.2624       -68.7345      0.09   0.0865     80.05          -68.904166667  
  81.1238       -68.7345      0.09   0.09       80.05          -68.904166667  
  80.9851       -68.7345      0.1    0.092      80.05          -68.904166667  
  80.8464       -68.7345      0.1    0.098      80.05          -68.904166667  
  81.1238       -68.5806      0.09   0.0895     80.05          -68.904166667  
  81.2624       -68.5806      0.1    0.0955     80.05          -68.904166667  
  80.9851       -68.5806      0.1    0.088      80.05          -68.904166667  
  80.8464       -68.5806      0.1    0.093      80.05          -68.904166667  
  80.5198       -69.1351      0.07   0.091      80.05          -68.904166667  
  80.4483       -69.1351      0.08   0.1        80.05          -68.904166667  
  80.3768       -69.1351      0.07   0.1        80.05          -68.904166667  
  80.3053       -69.1351      0.06   0.0935     80.05          -68.904166667  
  80.5914       -69.0584      0.08   0.099      80.05          -68.904166667  
  80.573        -69.0571      0.08   0.096      80.05          -68.904166667  
  80.5198       -69.0584      0.1    0.0925     80.05          -68.904166667  
  80.4483       -69.0584      0.09   0.09       80.05          -68.904166667  
  80.3768       -69.0584      0.11   0.103      80.05          -68.904166667  
  80.3053       -69.0584      0.1    0.1015     80.05          -68.904166667  
  80.4483       -68.9816      0.13   0.101      80.05          -68.904166667  
  80.3768       -68.9816      0.14   0.116      80.05          -68.904166667  
  80.2338       -69.1351      0.07   0.0995     80.05          -68.904166667  
  80.1622       -69.1351      0.05   0.0935     80.05          -68.904166667  
  80.0907       -69.1351      0.04   0.094      80.05          -68.904166667  
  80.0192       -69.1351      0.05   0.1055     80.05          -68.904166667  
  80.0192       -69.0584      0.08   0.105      80.05          -68.904166667  
  80.2338       -69.0584      0.11   0.1035     80.05          -68.904166667  
  80.1622       -69.0584      0.1    0.1135     80.05          -68.904166667  
  80.3053       -68.9816      0.16   0.112      80.05          -68.904166667  
  80.2338       -68.9816      0.15   0.1165     80.05          -68.904166667  
  80.0907       -69.0584      0.07   0.0995     80.05          -68.904166667  
  80.1622       -68.9816      0.14   0.106      80.05          -68.904166667  
  80.0907       -68.9816      0.11   0.1045     80.05          -68.904166667  
  80.5914       -68.9816      0.17   0.113      80.05          -68.904166667  
  80.573        -68.9803      0.14   0.109      80.05          -68.904166667  
  80.5198       -68.9816      0.15   0.111      80.05          -68.904166667  
  80.3992       -68.8851      0.16   0.1185     80.05          -68.904166667  
  80.5691       -68.8885      0.12   0.118      80.05          -68.904166667  
  80.5383       -68.8851      0.13   0.114      80.05          -68.904166667  
  80.26         -68.8851      0.18   0.114      80.05          -68.904166667  
  80.1208       -68.8851      0.14   0.104      80.05          -68.904166667  
  79.9477       -69.1351      0.09   0.1265     80.05          -68.904166667  
  79.8762       -69.1351      0.06   0.1245     80.05          -68.904166667  
  79.9477       -69.0584      0.07   0.1015     80.05          -68.904166667  
  79.8762       -69.0584      0.06   0.1075     80.05          -68.904166667  
  79.8046       -69.1351      0.07   0.1265     80.05          -68.904166667  
  79.7331       -69.1351      0.1    0.1045     80.05          -68.904166667  
  79.8046       -69.0584      0.07   0.098      80.05          -68.904166667  
  79.7331       -69.0584      0.07   0.106      80.05          -68.904166667  
  80.0192       -68.9816      0.08   0.1045     80.05          -68.904166667  
  79.9477       -68.9816      0.04   0.0965     80.05          -68.904166667  
  79.8762       -68.9816      0.05   0.0955     80.05          -68.904166667  
  79.8046       -68.9816      0.03   0.096      80.05          -68.904166667  
  79.6616       -69.0584      0.07   0.1165     80.05          -68.904166667  
  79.5901       -69.0584      0.07   0.1075     80.05          -68.904166667  
  79.5186       -69.0584      0.09   0.123      80.05          -68.904166667  
