#ID x   y   F555    E_555   F555-F814   e_ff-14 F814    E_814
17140   3441.4  2757.13 20.084  0.01    1.095   0.019   18.989  0.009
8778    3442.23 1994.01 20.812  0.01    0.353   0.023   20.459  0.013
17576   3442.4  2795.64 21.718  0.014   0.322   0.024   21.396  0.01
23820   3443.28 3659.97 21.009  0.01    0.382   0.02    20.627  0.01
22897   3443.68 3471.8  21.59   0.01    0.273   0.02    21.317  0.01
11650   3444.44 2276.18 21.429  0.01    0.12    0.02    21.309  0.01
16348   3444.53 2687.3  22.234  0.013   0.609   0.023   21.625  0.01
7210    3444.57 1800.73 21.053  0.012   0.242   0.022   20.811  0.01
1253    3444.87 382.71  21.874  0.01    0.33    0.02    21.544  0.01
12664   3446.23 2367.95 20.938  0.01    0.292   0.02    20.646  0.01
4785    3446.5  1379.55 22.203  0.034   0.474   0.116   21.729  0.082
19994   3446.65 3044.66 22.643  0.018   0.551   0.042   22.092  0.024
4764    3447.44 1374.23 21.287  0.011   0.412   0.021   20.875  0.01
5213    3447.46 1475.19 21.782  0.01    0.362   0.02    21.42   0.01
20069   3447.68 3053.37 21.457  0.01    0.991   0.02    20.466  0.01
8831    3449.33 1999.58 21.489  0.01    0.739   0.021   20.75   0.011
234 3451.28 15.49   21.508  0.011   0.446   0.022   21.062  0.011
17867   3451.29 2824.29 19.287  0.008   1.159   0.016   18.128  0.008
13896   3451.39 2474.95 22.654  0.011   0.513   0.024   22.141  0.013
1008    3451.7  295.98  22.909  0.012   0.565   0.026   22.344  0.014
5318    3453.03 1496.5  22.754  0.012   0.562   0.023   22.192  0.011
10993   3455.96 2215.02 22.531  0.01    0.425   0.021   22.106  0.011
17880   3461.22 2825.34 21.911  0.019   0.469   0.057   21.442  0.038
11295   3462.12 2244.63 21.377  0.01    0.251   0.02    21.126  0.01
1360    3462.16 416.64  22.429  0.011   0.527   0.022   21.902  0.011
7797    3462.34 1879.53 22.846  0.015   0.556   0.027   22.29   0.012
20017   3462.67 3046.4  21.273  0.011   0.387   0.021   20.886  0.01
3923    3462.7  1180.16 22.461  0.01    0.469   0.029   21.992  0.019
1782    3463.08 559.04  22.65   0.013   0.441   0.026   22.209  0.013
21220   3464.14 3198.57 22.573  0.013   0.506   0.03    22.067  0.017
23011   3465.52 3495.64 22.45   0.011   0.46    0.022   21.99   0.011
3798    3465.53 1152.59 22.153  0.012   0.379   0.023   21.774  0.011
24206   3466.4  3741.65 21.297  0.01    0.935   0.02    20.362  0.01
24934   3467    3925.34 21.704  0.01    0.303   0.021   21.401  0.011
41806   3467.7  4113.27 22.657  0.013   0.494   0.026   22.163  0.013
7072    3469.86 1780.22 22.923  0.014   0.519   0.03    22.404  0.016
13786   3470.01 2465.66 21.78   0.01    0.349   0.02    21.431  0.01
11671   3470.21 2277.39 22.303  0.01    0.514   0.023   21.789  0.013
15463   3472.75 2608.81 22.632  0.026   0.57    0.057   22.062  0.031
18034   3474.59 2839.73 22.109  0.01    0.415   0.023   21.694  0.013
4694    3474.6  1359.66 19.614  0.009   1.091   0.017   18.523  0.008
17077   3475.42 2752.33 21.311  0.01    0.489   0.02    20.822  0.01
24094   3475.48 3720.74 22.987  0.015   0.568   0.029   22.419  0.014
23336   3475.96 3556.7  22.078  0.011   0.438   0.026   21.64   0.015
2152    3476.69 673.25  22.321  0.011   0.875   0.021   21.446  0.01
10088   3477.28 2134.74 19.056  0.008   1.162   0.016   17.894  0.008
20518   3477.54 3106.56 21.324  0.012   0.17    0.022   21.154  0.01
21317   3478.21 3210.12 19.346  0.009   0.985   0.018   18.361  0.009
1149    3478.62 349.28  22.314  0.01    0.792   0.02    21.522  0.01
22171   3479.24 3341.07 22.385  0.01    0.432   0.024   21.953  0.014
13230   3480.84 2417    16.054  0.013   1.362   0.026   14.692  0.013
18112   3480.97 2847.9  21.79   0.01    0.252   0.021   21.538  0.011
7625    3481.17 1855.8  22.675  0.011   0.521   0.024   22.154  0.013
20597   3481.41 3115.63 21.947  0.01    0.387   0.02    21.56   0.01
9890    3482.55 2114.33 19.503  0.009   0.058   0.019   19.445  0.01
24288   3484.83 3760.19 21.653  0.01    0.285   0.022   21.368  0.012
1593    3485.78 497.42  22.042  0.01    0.408   0.02    21.634  0.01
22224   3486.01 3350.13 22.393  0.01    0.441   0.023   21.952  0.013
21879   3486.36 3291.81 22.496  0.011   0.479   0.022   22.017  0.011
25016   3487.66 3949.55 22.781  0.012   0.569   0.03    22.212  0.018
23935   3488.26 3682.51 20.811  0.01    0.927   0.02    19.884  0.01
18599   3488.27 2895.83 21.922  0.01    0.385   0.02    21.537  0.01
1177    3489.33 356 21.559  0.01    0.167   0.02    21.392  0.01
8901    3490.71 2007.49 21.959  0.01    0.38    0.023   21.579  0.013
8278    3490.79 1935.38 22.037  0.01    0.328   0.021   21.709  0.011
479 3492.97 96.78   22.214  0.013   0.409   0.024   21.805  0.011
345 3493.73 53.86   19.8    0.009   -0.047  0.019   19.847  0.01
5591    3494.15 1544.82 21.87   0.01    0.309   0.023   21.561  0.013
16596   3494.21 2709.02 21.44   0.01    0.417   0.023   21.023  0.013
23641   3494.7  3617.44 20.935  0.01    0.175   0.02    20.76   0.01
3312    3494.81 1027.41 19.836  0.011   1.023   0.02    18.813  0.009
4513    3496.97 1320.41 22.964  0.014   0.549   0.027   22.415  0.013
3366    3497.68 1041.1  22.044  0.011   0.416   0.024   21.628  0.013
18167   3498.36 2853.78 22.519  0.011   0.5 0.024   22.019  0.013
15635   3499.64 2623.15 20.703  0.01    0.149   0.02    20.554  0.01
3206    3500.61 998.23  22.704  0.013   0.505   0.026   22.199  0.013
15783   3500.97 2636.39 21.428  0.01    1.022   0.021   20.406  0.011
17512   3501.74 2789.84 21.353  0.016   0.318   0.032   21.035  0.016
7397    3502.52 1824.7  21.709  0.01    0.304   0.02    21.405  0.01
4095    3503.56 1227.08 22.115  0.012   0.549   0.022   21.566  0.01
14474   3506.87 2524.76 21.938  0.01    0.36    0.021   21.578  0.011
12918   3507.03 2390.15 21.707  0.01    0.414   0.02    21.293  0.01
11633   3507.1  2274.86 22.332  0.01    0.38    0.023   21.952  0.013
18151   3507.96 2851.7  21.359  0.018   0.357   0.04    21.002  0.022
2524    3508.64 795.87  21.463  0.011   0.325   0.021   21.138  0.01
18662   3508.73 2901.02 21.53   0.011   0.227   0.023   21.303  0.012
17513   3508.78 2789.85 21.815  0.042   0.534   0.096   21.281  0.054
2923    3509.79 919.52  21.532  0.01    0.31    0.02    21.222  0.01
5552    3512.98 1538.49 20.714  0.01    0.268   0.02    20.446  0.01
25222   3515.1  3999.67 21.813  0.011   0.88    0.021   20.933  0.01
15923   3515.66 2648.8  22.955  0.015   0.555   0.028   22.4    0.013
13498   3515.82 2438.57 22.074  0.01    0.449   0.02    21.625  0.01
10807   3516.02 2198.14 22.452  0.01    0.446   0.021   22.006  0.011
2093    3516.95 656.68  22.107  0.01    0.288   0.024   21.819  0.014
13153   3517.14 2409.8  22.541  0.037   0.568   0.085   21.973  0.048
6758    3517.16 1734.34 22.264  0.01    0.591   0.02    21.673  0.01
2669    3517.31 840.77  22.353  0.01    0.592   0.02    21.761  0.01
24552   3517.54 3830.31 22.735  0.012   0.517   0.025   22.218  0.013
24656   3517.59 3855.65 21.957  0.015   0.461   0.032   21.496  0.017
8655    3518.91 1979.39 18.972  0.008   1.119   0.016   17.853  0.008
20521   3518.94 3107.04 21.029  0.01    0.434   0.02    20.595  0.01
24348   3519.14 3777.34 21.526  0.01    0.393   0.02    21.133  0.01
16762   3519.17 2724.13 21.691  0.01    0.298   0.02    21.393  0.01
25048   3522.96 3959.07 22.987  0.016   0.625   0.03    22.362  0.014
13876   3524.47 2473.17 21.853  0.01    0.344   0.02    21.509  0.01
17213   3524.99 2762.26 22.308  0.01    0.391   0.024   21.917  0.014
1207    3528.08 367.06  22.32   0.01    0.587   0.02    21.733  0.01
3153    3528.14 981.96  22.16   0.011   0.512   0.021   21.648  0.01
9464    3531.02 2069.81 21.575  0.01    0.42    0.02    21.155  0.01
13161   3531.79 2410.48 21.286  0.01    0.396   0.026   20.89   0.016
1899    3532.13 596.12  22.851  0.016   0.524   0.036   22.327  0.02
7524    3532.55 1841.87 21.132  0.011   0.358   0.021   20.774  0.01
23811   3534.91 3657.31 22.13   0.01    0.359   0.023   21.771  0.013
10809   3536.08 2198.33 22.32   0.01    0.441   0.021   21.879  0.011
5444    3537.09 1520.98 22.693  0.012   0.625   0.022   22.068  0.01
12876   3537.15 2386.36 22.378  0.01    0.482   0.023   21.896  0.013
25308   3538.28 4025.84 19.129  0.008   1.085   0.016   18.044  0.008
7943    3540.22 1897.4  22.391  0.01    0.497   0.021   21.894  0.011
11328   3541.29 2248.11 19.691  0.009   0.971   0.018   18.72   0.009
18062   3542.17 2843.57 22.591  0.014   0.609   0.027   21.982  0.013
4531    3542.19 1322.72 21.741  0.01    0.27    0.02    21.471  0.01
7491    3544.03 1837.49 20.202  0.009   0.106   0.019   20.096  0.01
9710    3545.04 2095.8  21.16   0.01    0.344   0.02    20.816  0.01
6914    3545.96 1756.57 22.727  0.013   0.492   0.026   22.235  0.013
2221    3546.22 698.3   22.147  0.01    0.496   0.021   21.651  0.011
21007   3548.51 3168.98 22.073  0.01    0.583   0.021   21.49   0.011
7707    3548.63 1866.65 20.92   0.01    0.371   0.02    20.549  0.01
4181    3549.05 1244.97 21.288  0.01    0.443   0.02    20.845  0.01
19638   3549.44 3006.7  19.596  0.009   0.994   0.018   18.602  0.009
2029    3549.98 637.02  22.852  0.011   0.525   0.024   22.327  0.013
10232   3550.13 2148.41 22.721  0.011   0.642   0.024   22.079  0.013
5889    3550.49 1596.49 22.149  0.015   0.332   0.038   21.817  0.023
7910    3552.48 1892.33 22.47   0.011   0.689   0.022   21.781  0.011
24726   3554.65 3872.18 22.541  0.011   0.477   0.025   22.064  0.014
3000    3554.78 939.93  22.932  0.023   0.633   0.065   22.299  0.042
21094   3555.61 3180.54 21.033  0.01    0.251   0.02    20.782  0.01
23444   3556.04 3578.18 22.843  0.012   0.575   0.025   22.268  0.013
3018    3556.77 945.11  21.909  0.01    0.339   0.023   21.57   0.013
14016   3557.27 2486.27 21.307  0.01    0.456   0.02    20.851  0.01
2569    3557.76 808.1   22.21   0.013   0.552   0.024   21.658  0.011
14180   3558.41 2498.91 22.68   0.012   0.528   0.023   22.152  0.011
4385    3558.5  1292.21 21.854  0.01    0.328   0.021   21.526  0.011
2176    3559.82 680.69  21.7    0.011   0.666   0.021   21.034  0.01
8330    3561.42 1941.38 22.733  0.017   0.457   0.03    22.276  0.013
8744    3561.95 1989.32 19.831  0.009   1.013   0.018   18.818  0.009
2922    3562.57 918.83  20.648  0.01    0.328   0.021   20.32   0.011
18042   3562.68 2840.97 21.062  0.011   0.333   0.021   20.729  0.01
3884    3563.32 1172.32 22.433  0.011   0.41    0.022   22.023  0.011
23023   3563.34 3497.74 22.98   0.014   0.584   0.027   22.396  0.013
2073    3563.92 649.86  21.811  0.01    0.238   0.02    21.573  0.01
7023    3564.59 1772.25 21.343  0.01    0.283   0.02    21.06   0.01
25490   3565.02 4097.08 20.634  0.01    0.293   0.02    20.341  0.01
5541    3565.56 1537.2  21.404  0.01    0.154   0.02    21.25   0.01
5458    3565.6  1522.36 22.853  0.015   0.615   0.028   22.238  0.013
2862    3565.91 899.53  21.732  0.01    0.288   0.022   21.444  0.012
18369   3567.11 2872.51 20.229  0.009   0.086   0.019   20.143  0.01
21235   3567.58 3200.35 22.165  0.01    0.385   0.023   21.78   0.013
7247    3568.03 1804.13 21.234  0.011   0.128   0.021   21.106  0.01
24728   3568.8  3873.27 22.368  0.012   0.381   0.025   21.987  0.013
13800   3571.7  2466.91 21.65   0.011   0.555   0.021   21.095  0.01
18608   3572.7  2896.71 22.416  0.011   0.444   0.022   21.972  0.011
23755   3573.71 3642.57 22.542  0.012   0.479   0.025   22.063  0.013
9483    3574.95 2071.92 20.247  0.009   1.069   0.018   19.178  0.009
15484   3575.01 2611.46 22.258  0.011   0.495   0.022   21.763  0.011
4768    3575.62 1375.47 21.399  0.01    0.329   0.02    21.07   0.01
23043   3576.31 3501.68 22.672  0.012   0.508   0.026   22.164  0.014
703 3577.88 173.58  21.48   0.01    0.115   0.02    21.365  0.01
3368    3578.26 1041.16 18.704  0.009   1.26    0.017   17.444  0.008
13535   3579.67 2441.71 21.033  0.01    0.115   0.02    20.918  0.01
6825    3580.47 1743.43 21.924  0.01    0.401   0.02    21.523  0.01
10759   3582.64 2194.98 21.563  0.01    0.411   0.02    21.152  0.01
1805    3583.45 566.68  22.573  0.01    0.492   0.023   22.081  0.013
4084    3584.77 1225.07 22.166  0.01    0.649   0.022   21.517  0.012
9406    3586.13 2063.27 22.572  0.011   0.633   0.023   21.939  0.012
7837    3586.59 1883.88 22.197  0.01    0.576   0.021   21.621  0.011
3345    3588.08 1034.69 22.479  0.02    0.759   0.066   21.72   0.046
25493   3588.87 4099.33 19.952  0.01    0.058   0.02    19.894  0.01
10811   3590.12 2198.41 20.937  0.01    0.331   0.02    20.606  0.01
11089   3590.56 2225.01 22.304  0.01    0.49    0.021   21.814  0.011
6594    3590.89 1710.15 21.288  0.01    0.077   0.024   21.211  0.014
5615    3592.03 1549.95 22.772  0.012   0.515   0.031   22.257  0.019
17561   3594.24 2793.93 21.86   0.01    0.256   0.02    21.604  0.01
14711   3595.95 2543.89 19.545  0.009   0.989   0.018   18.556  0.009
3818    3598.39 1158.01 21.379  0.01    0.243   0.02    21.136  0.01
23094   3601.35 3512.35 22.402  0.011   0.513   0.024   21.889  0.013
20362   3604.01 3085.37 19.528  0.009   0.987   0.017   18.541  0.008
16093   3604.27 2663.67 21.635  0.01    0.396   0.02    21.239  0.01
8531    3606.79 1965.25 19.395  0.009   0.043   0.019   19.352  0.01
22030   3607.38 3313.82 21.074  0.01    0.284   0.02    20.79   0.01
13083   3608.33 2403.39 22.577  0.01    0.641   0.021   21.936  0.011
25111   3608.34 3972.77 22.687  0.011   0.665   0.024   22.022  0.013
5164    3609.28 1465.28 20.734  0.01    1.045   0.02    19.689  0.01
22601   3609.58 3416.45 21.017  0.01    0.419   0.02    20.598  0.01
5577    3609.9  1542.51 22.73   0.012   0.572   0.026   22.158  0.014
12830   3610.35 2382.47 21.338  0.011   0.21    0.021   21.128  0.01
24977   3611.18 3939.75 22.969  0.018   0.548   0.031   22.421  0.013
25346   3611.47 4039.53 21.935  0.01    0.558   0.022   21.377  0.012
22718   3612.26 3436.37 22.202  0.012   0.736   0.023   21.466  0.011
22775   3612.49 3447.41 22.295  0.01    0.449   0.021   21.846  0.011
42234   3613.35 4179.61 20.945  0.01    0.275   0.02    20.67   0.01
199 3613.48 0.93    21.815  0.01    0.263   0.02    21.552  0.01
1420    3615    435.01  21.645  0.01    0.308   0.02    21.337  0.01
4222    3615.67 1257.21 21.947  0.01    0.353   0.023   21.594  0.013
19663   3617.03 3009.2  22.488  0.011   0.433   0.025   22.055  0.014
2818    3617.19 885.63  22.736  0.014   0.565   0.027   22.171  0.013
9096    3617.43 2032.45 20.841  0.011   0.257   0.021   20.584  0.01
22442   3618.97 3387.85 22.444  0.01    0.597   0.021   21.847  0.011
5584    3619.45 1543.14 22.789  0.012   0.56    0.025   22.229  0.013
3164    3619.53 986.57  21.627  0.01    0.274   0.02    21.353  0.01
10968   3619.93 2213.2  21.532  0.01    0.302   0.02    21.23   0.01
16445   3620.4  2695.26 22.412  0.011   0.441   0.024   21.971  0.013
6997    3621.7  1768.01 22.438  0.011   0.556   0.022   21.882  0.011
24425   3621.97 3798.35 22.246  0.01    0.391   0.021   21.855  0.011
379 3623.57 66.1    22.199  0.021   0.657   0.045   21.542  0.024
15584   3624.52 2619.16 21.593  0.01    0.313   0.02    21.28   0.01
6807    3626.35 1741.11 21.884  0.01    0.368   0.021   21.516  0.011
12313   3628.42 2337.18 21.856  0.011   0.416   0.023   21.44   0.012
12573   3629.3  2359.53 22.171  0.011   0.531   0.021   21.64   0.01
4112    3632.23 1230.19 22.041  0.012   0.61    0.022   21.431  0.01
9219    3632.65 2043.78 20.063  0.009   0.025   0.019   20.038  0.01
3068    3633.35 959.29  21.213  0.013   0.052   0.023   21.161  0.01
22499   3635.22 3398.43 21.431  0.013   0.28    0.023   21.151  0.01
16138   3635.63 2667.63 22.984  0.018   0.577   0.031   22.407  0.013
11996   3637.38 2308.61 21.843  0.012   0.395   0.022   21.448  0.01
21995   3638.39 3308.15 21.837  0.011   0.299   0.021   21.538  0.01
1533    3639.2  476.27  22.093  0.01    0.275   0.021   21.818  0.011
23509   3639.76 3589.35 22.726  0.013   0.507   0.026   22.219  0.013
21721   3644.4  3267    22.42   0.01    0.576   0.024   21.844  0.014
14220   3644.82 2502.1  22.041  0.01    0.351   0.02    21.69   0.01
25124   3647.55 3975.9  22.976  0.014   0.53    0.027   22.446  0.013
1108    3649.47 333.04  22.995  0.017   0.569   0.031   22.426  0.014
6507    3653.01 1694.57 21.472  0.01    0.674   0.02    20.798  0.01
25268   3653.29 4015.51 20.482  0.01    0.012   0.02    20.47   0.01
17133   3654.98 2756.5  20.243  0.009   1.055   0.018   19.188  0.009
18420   3656.96 2877.53 19.256  0.008   0.092   0.017   19.164  0.009
12130   3657.65 2319.41 19.737  0.009   0.971   0.018   18.766  0.009
12555   3657.78 2357.97 22.778  0.011   0.552   0.026   22.226  0.015
10070   3658.91 2132.87 22.38   0.01    0.476   0.023   21.904  0.013
17646   3661.25 2802.25 22.329  0.048   0.7 0.111   21.629  0.063
362 3661.33 59.93   22.926  0.019   0.635   0.038   22.291  0.019
7701    3661.55 1865.91 19.464  0.009   1.002   0.017   18.462  0.008
933 3662.47 269.23  21.115  0.01    1.006   0.02    20.109  0.01
7352    3662.52 1818.6  22.829  0.011   0.53    0.024   22.299  0.013
2506    3664.7  791.17  22.541  0.011   0.599   0.024   21.942  0.013
5745    3664.85 1571.89 22.863  0.013   0.585   0.026   22.278  0.013
42299   3665.26 4189.68 21.54   0.012   0.267   0.022   21.273  0.01
7225    3665.29 1801.86 21.529  0.01    0.43    0.02    21.099  0.01
5018    3665.86 1435.7  21.301  0.01    0.364   0.02    20.937  0.01
20509   3665.99 3105.28 19.563  0.009   0.99    0.018   18.573  0.009
9076    3667.8  2030.09 22.295  0.011   0.648   0.024   21.647  0.013
24480   3668.01 3814.34 22.735  0.012   0.655   0.025   22.08   0.013
20217   3668.23 3068.96 22  0.01    0.285   0.021   21.715  0.011
41845   3668.49 4119.33 17.474  0.011   0.941   0.022   16.533  0.011
1464    3670.14 452.26  22.187  0.01    0.339   0.023   21.848  0.013
10523   3670.21 2172.54 21.916  0.021   0.328   0.039   21.588  0.018
21809   3672.19 3279.56 22.132  0.034   0.686   0.124   21.446  0.09
1911    3672.83 599.57  21.209  0.012   0.597   0.022   20.612  0.01
28374   3673.96 197.08  22.942  0.019   0.545   0.035   22.397  0.016
8885    3674.39 2006.1  19.961  0.009   0.545   0.019   19.416  0.01
2240    3675.52 705.56  21.616  0.011   0.683   0.021   20.933  0.01
6694    3676.69 1725.15 22.857  0.014   0.55    0.027   22.307  0.013
25376   3676.78 4047.78 22.527  0.01    0.548   0.023   21.979  0.013
4367    3677.48 1288.03 22.688  0.011   0.519   0.024   22.169  0.013
22344   3677.74 3369.63 20.804  0.01    0.031   0.02    20.773  0.01
12146   3678.03 2320.86 20.752  0.009   0.23    0.019   20.522  0.01
15324   3678.66 2597.06 22.885  0.016   0.643   0.03    22.242  0.014
779 3680.37 203.28  22.659  0.011   0.563   0.022   22.096  0.011
21793   3680.48 3277.28 18.677  0.009   0.947   0.017   17.73   0.008
19937   3681.53 3039.69 22.995  0.012   0.562   0.027   22.433  0.015
443 3682.47 86.65   22.867  0.014   0.657   0.034   22.21   0.02
8122    3682.5  1920.17 22.149  0.01    0.409   0.021   21.74   0.011
1472    3682.8  454.88  20.931  0.01    0.918   0.02    20.013  0.01
9008    3683.71 2020.81 22.657  0.011   0.472   0.024   22.185  0.013
17167   3684.96 2759.4  20.534  0.01    0.284   0.02    20.25   0.01
13794   3685.03 2466.3  22.485  0.01    0.462   0.023   22.023  0.013
3144    3686.23 978.95  22.7    0.013   0.618   0.03    22.082  0.017
21762   3688.21 3273.12 21.811  0.027   0.45    0.07    21.361  0.043
5751    3688.99 1572.53 20.19   0.013   0.076   0.034   20.114  0.021
11170   3691.35 2233.14 22.294  0.01    0.496   0.022   21.798  0.012
15572   3692.67 2618.33 22.667  0.037   0.58    0.069   22.087  0.032
25091   3693.19 3968.31 22.738  0.013   0.487   0.03    22.251  0.017
24983   3695.03 3941.05 22.93   0.013   0.594   0.026   22.336  0.013
20994   3696.28 3166.74 22.145  0.01    0.381   0.02    21.764  0.01
8639    3697.45 1976.72 22.422  0.01    0.62    0.021   21.802  0.011
4769    3698.99 1375.48 22.739  0.012   0.529   0.026   22.21   0.014
22761   3700.31 3444.41 22.62   0.011   0.55    0.023   22.07   0.012
13897   3700.43 2474.96 22.435  0.011   0.624   0.024   21.811  0.013
20873   3701.05 3151.55 22.684  0.011   0.534   0.024   22.15   0.013
6498    3701.42 1692.75 21.721  0.01    0.305   0.02    21.416  0.01
5631    3703.65 1552.51 21.374  0.01    0.295   0.02    21.079  0.01
14664   3704.22 2539.53 20.734  0.01    1.022   0.021   19.712  0.011
10260   3704.24 2151.3  22.976  0.019   0.542   0.033   22.434  0.014
2982    3704.72 934.09  20.557  0.01    0.554   0.02    20.003  0.01
1040    3705.02 307.77  21.527  0.01    0.333   0.02    21.194  0.01
16811   3707.75 2729.21 22.942  0.013   0.545   0.027   22.397  0.014
19956   3708.02 3041.63 22.54   0.013   0.491   0.026   22.049  0.013
24032   3708.95 3705.31 22.614  0.012   0.535   0.025   22.079  0.013
6259    3708.99 1653.91 22.864  0.012   0.641   0.03    22.223  0.018
22997   3709.35 3491.92 22.384  0.01    0.457   0.02    21.927  0.01
3817    3710.63 1157.57 22.479  0.013   0.434   0.025   22.045  0.012
5076    3710.8  1448.21 19.636  0.009   1.012   0.018   18.624  0.009
4151    3710.95 1239.03 19.578  0.009   1.011   0.018   18.567  0.009
19064   3712.79 2942.31 22.343  0.01    0.508   0.023   21.835  0.013
5880    3713.46 1595.55 22.873  0.05    0.709   0.11    22.164  0.06
24524   3714.96 3823.29 20.849  0.019   0.113   0.082   20.736  0.063
21138   3715.03 3186.91 22.234  0.013   0.459   0.024   21.775  0.011
14087   3715.75 2492.14 22.021  0.01    0.374   0.022   21.647  0.012
543 3716.12 122.79  22.548  0.01    0.503   0.027   22.045  0.017
25280   3716.27 4018.44 21.146  0.01    0.389   0.02    20.757  0.01
23442   3717.52 3577.58 22.315  0.011   0.431   0.021   21.884  0.01
15333   3719.43 2597.8  21.571  0.011   0.313   0.022   21.258  0.011
10287   3719.69 2153.52 22.819  0.015   0.517   0.028   22.302  0.013
24542   3719.78 3827.84 19.543  0.009   0.951   0.018   18.592  0.009
4470    3720.17 1310.29 21.223  0.01    0.271   0.02    20.952  0.01
8193    3721.95 1927.4  18.431  0.009   1.254   0.017   17.177  0.008
4297    3722.64 1271.19 22.969  0.012   0.537   0.025   22.432  0.013
24385   3722.85 3786.79 22.697  0.015   0.637   0.026   22.06   0.011
16565   3723.1  2705.44 20.817  0.01    0.545   0.02    20.272  0.01
3372    3723.42 1042.59 22.487  0.01    0.454   0.023   22.033  0.013
1748    3724.58 548.38  22.995  0.016   0.617   0.029   22.378  0.013
10602   3725.21 2179.62 21.389  0.01    0.38    0.02    21.009  0.01
1973    3726.91 620.03  22.021  0.01    0.291   0.02    21.73   0.01
7723    3727.62 1869.32 22.772  0.012   0.477   0.026   22.295  0.014
2847    3727.86 895.26  20.688  0.01    0.289   0.02    20.399  0.01
9287    3728.28 2050.65 18.779  0.01    1.202   0.018   17.577  0.008
4424    3728.58 1299.82 22.821  0.013   -0.175  0.032   22.996  0.019
18409   3728.75 2876.48 22.914  0.012   0.625   0.025   22.289  0.013
22556   3730.18 3407.27 16.925  0.012   2.312   0.024   14.613  0.012
16660   3731.42 2713.62 20.573  0.01    0.058   0.02    20.515  0.01
3722    3732.6  1130.59 22.949  0.021   0.723   0.046   22.226  0.025
455 3733.48 90.33   21.276  0.011   0.462   0.021   20.814  0.01
4629    3736.16 1345.53 21.897  0.01    0.986   0.021   20.911  0.011
11267   3736.63 2242.03 22.388  0.039   0.542   0.113   21.846  0.074
20209   3736.71 3068.18 20.328  0.009   0.287   0.019   20.041  0.01
665 3736.86 163.42  22.186  0.011   0.525   0.021   21.661  0.01
349 3737.8  55  20.557  0.01    0.262   0.02    20.295  0.01
5194    3739.3  1471.61 16.592  0.013   1.837   0.026   14.755  0.013
3498    3739.32 1073.7  22.725  0.011   0.598   0.024   22.127  0.013
2988    3740    935.87  20.212  0.009   0.334   0.019   19.878  0.01
4327    3742.61 1280.23 21.994  0.01    0.501   0.021   21.493  0.011
20893   3742.95 3154.4  22.47   0.011   0.44    0.025   22.03   0.014
20891   3743.9  3154.35 22.47   0.011   0.44    0.025   22.03   0.014
19207   3745.32 2956.39 19.683  0.009   0.675   0.018   19.008  0.009
9570    3746.54 2081.37 19.546  0.009   0.918   0.018   18.628  0.009
6412    3746.67 1679.12 21.957  0.01    0.356   0.02    21.601  0.01
871 3750.35 246.5   22.971  0.014   0.659   0.028   22.312  0.014
15788   3750.52 2636.71 18.162  0.008   1.259   0.016   16.903  0.008
29556   3752.93 652.88  21.162  0.01    1.007   0.02    20.155  0.01
6467    3755.87 1688.16 20.004  0.009   0.002   0.019   20.002  0.01
3039    3755.94 951.27  22.372  0.012   0.562   0.023   21.81   0.011
1523    3756.22 473.76  22.945  0.015   0.544   0.03    22.401  0.015
23927   3756.87 3680.77 22.377  0.012   0.469   0.024   21.908  0.012
15406   3756.96 2604.19 22.746  0.013   0.571   0.03    22.175  0.017
14155   3759.76 2497.53 21.355  0.011   0.346   0.021   21.009  0.01
2899    3760.25 911.63  22.728  0.015   0.439   0.029   22.289  0.014
16628   3760.45 2711.43 22.879  0.017   0.584   0.03    22.295  0.013
8043    3762.99 1910.22 21.556  0.011   0.29    0.023   21.266  0.012
3462    3763.03 1064.19 21.803  0.01    0.36    0.021   21.443  0.011
6414    3765.22 1679.62 19.141  0.008   0.885   0.017   18.256  0.009
14816   3766.33 2553.09 20.604  0.01    0.391   0.021   20.213  0.011
1546    3767.25 479.8   22.4    0.011   0.954   0.022   21.446  0.011
4415    3767.28 1298.28 22.932  0.016   0.595   0.029   22.337  0.013
7799    3770.31 1879.65 22.339  0.01    0.635   0.023   21.704  0.013
24871   3771.67 3909.56 22.272  0.01    0.344   0.021   21.928  0.011
5015    3772.09 1435.55 22.612  0.01    0.51    0.023   22.102  0.013
25289   3772.44 4020.41 20.472  0.01    0.661   0.02    19.811  0.01
1847    3773.19 582.57  19.984  0.009   0.282   0.019   19.702  0.01
3040    3773.68 951.37  21.83   0.01    0.262   0.021   21.568  0.011
2369    3774.04 748.79  22.408  0.01    0.618   0.021   21.79   0.011
483 3776.19 97.6    22.66   0.011   0.565   0.024   22.095  0.013
7939    3776.93 1896.81 22.351  0.015   0.685   0.031   21.666  0.016
4846    3777.16 1390.99 22.306  0.01    0.503   0.021   21.803  0.011
18339   3777.3  2870.48 21.081  0.012   0.153   0.022   20.928  0.01
13525   3778.64 2440.86 21.54   0.01    0.437   0.02    21.103  0.01
7693    3778.9  1865.33 21.631  0.01    0.7 0.02    20.931  0.01
1378    3780.22 422.44  21.774  0.013   0.286   0.023   21.488  0.01
4678    3784.64 1356.59 22.124  0.01    0.383   0.023   21.741  0.013
22606   3785.26 3417.44 20.446  0.011   0.798   0.021   19.648  0.01
12702   3786.03 2371.87 22.402  0.01    0.443   0.027   21.959  0.017
4966    3786.88 1422.51 21.2    0.01    0.351   0.02    20.849  0.01
