#ID	x	y	F555	E_555	F555-F814	e_ff-14	F814	E_814	x_moved	y_moved
17291	143.03	2769.96	22.831	0.012	0.52	0.025	22.311	0.013	444.03	3769.96
40903	143.09	3830.63	23.271	0.019	0.595	0.034	22.676	0.015	444.09	4830.63
31693	143.23	1366.62	25.782	0.1	0.968	0.206	24.814	0.106	444.23	2366.62
17829	143.23	2820.19	19.296	0.008	0.978	0.017	18.318	0.009	444.23	3820.19
36573	143.29	2639.63	25.363	0.072	0.933	0.112	24.43	0.04	444.29	3639.63
4344	143.39	1283.67	21.801	0.01	0.283	0.02	21.518	0.01	444.39	2283.67
1396	143.52	428.34	20.573	0.011	0.162	0.021	20.411	0.01	444.52	1428.34
41332	143.88	3975.05	22.314	0.013	0.458	0.024	21.856	0.011	444.88	4975.05
32043	144.02	1467.44	26.488	0.444	1.263	0.629	25.225	0.185	445.02	2467.44
39911	144.17	3518.74	21.592	0.011	0.954	0.021	20.638	0.01	445.17	4518.74
36690	144.19	2669.73	26.119	0.302	0.955	0.391	25.164	0.089	445.19	3669.73
30566	144.27	1007.98	25.667	0.134	1.054	0.198	24.613	0.064	445.27	2007.98
12385	144.37	2343.01	21.378	0.01	0.25	0.021	21.128	0.011	445.37	3343.01
1219	144.39	371.23	25.509	0.071	1.056	0.162	24.453	0.091	445.39	1371.23
40848	144.72	3812.27	25.704	0.137	0.983	0.189	24.721	0.052	445.72	4812.27
3578	144.83	1092.35	23.94	0.031	0.69	0.055	23.25	0.024	445.83	2092.35
30446	144.89	972.94	24.866	0.047	0.841	0.082	24.025	0.035	445.89	1972.94
19471	145.03	2987.88	22.551	0.011	0.467	0.021	22.084	0.01	446.03	3987.88
21640	145.16	3254.08	21.415	0.01	0.408	0.021	21.007	0.011	446.16	4254.08
4594	145.19	1337.89	21.64	0.01	0.279	0.02	21.361	0.01	446.19	2337.89
41208	145.25	3931.19	24.828	0.058	0.832	0.096	23.996	0.038	446.25	4931.19
3422	145.29	1053.89	24.834	0.045	0.843	0.082	23.991	0.037	446.29	2053.89
1604	145.48	501.04	24.247	0.037	0.736	0.068	23.511	0.031	446.48	1501.04
221	145.79	10.24	24.603	0.053	0.752	0.094	23.851	0.041	446.79	1010.24
36711	145.8	2674.01	25.553	0.097	1.076	0.167	24.477	0.07	446.8	3674.01
10720	146.08	2191.7	23.34	0.018	0.572	0.035	22.768	0.017	447.08	3191.7
40072	146.23	3574	24.54	0.041	0.881	0.066	23.659	0.025	447.23	4574
34573	146.35	2116.77	25.692	0.221	0.884	0.439	24.808	0.218	447.35	3116.77
19750	146.45	3016.46	18.834	0.009	1.133	0.017	17.701	0.008	447.45	4016.46
10106	146.65	2136.17	24.157	0.034	0.731	0.063	23.426	0.029	447.65	3136.17
13097	146.68	2404.28	24.523	0.035	0.736	0.07	23.787	0.035	447.68	3404.28
40308	146.82	3645.57	24.68	0.036	0.832	0.072	23.848	0.036	447.82	4645.57
15650	146.86	2624.3	20.68	0.01	0.229	0.02	20.451	0.01	447.86	3624.3
40110	146.88	3585.63	23.464	0.019	0.626	0.033	22.838	0.014	447.88	4585.63
38168	146.89	3054.72	25.189	0.074	1.083	0.116	24.106	0.042	447.89	4054.72
19264	147.34	2961.76	19.341	0.008	0.976	0.016	18.365	0.008	448.34	3961.76
3893	147.52	1173.11	23.8	0.088	0.853	0.157	22.947	0.069	448.52	2173.11
8980	147.87	2016.48	24.632	0.043	0.755	0.077	23.877	0.034	448.87	3016.48
268	148.19	27.59	22.44	0.022	0.604	0.048	21.836	0.026	449.19	1027.59
31038	148.64	1166.26	25.294	0.103	1.061	0.211	24.233	0.108	449.64	2166.26
2433	148.9	767.89	24.044	0.027	0.724	0.046	23.32	0.019	449.9	1767.89
9726	148.9	2097.03	24.749	0.048	0.836	0.076	23.913	0.028	449.9	3097.03
1830	148.94	576.62	21.375	0.01	0.288	0.02	21.087	0.01	449.94	1576.62
7275	149.12	1809.65	23.462	0.016	0.616	0.033	22.846	0.017	450.12	2809.65
16368	149.21	2689.06	24.178	0.042	0.681	0.064	23.497	0.022	450.21	3689.06
5166	149.26	1465.32	23.583	0.022	0.681	0.039	22.902	0.017	450.26	2465.32
6125	149.32	1631.24	23.784	0.024	0.667	0.058	23.117	0.034	450.32	2631.24
10282	149.6	2153.12	19.771	0.009	0.926	0.018	18.845	0.009	450.6	3153.12
22684	149.82	3429.88	18.971	0.009	1.136	0.017	17.835	0.008	450.82	4429.88
1093	149.88	327.7	23.482	0.031	0.809	0.052	22.673	0.021	450.88	1327.7
19418	149.98	2980.99	24.754	0.051	0.75	0.113	24.004	0.062	450.98	3980.99
15334	150.34	2597.84	21.642	0.01	0.374	0.02	21.268	0.01	451.34	3597.84
889	150.46	252.81	22.465	0.012	0.411	0.024	22.054	0.012	451.46	1252.81
16005	150.47	2656.08	24.349	0.034	0.862	0.074	23.487	0.04	451.47	3656.08
21954	150.64	3302.32	23.79	0.028	0.667	0.047	23.123	0.019	451.64	4302.32
35527	150.67	2374.02	25.831	0.152	1.063	0.215	24.768	0.063	451.67	3374.02
34342	150.74	2061.09	25.643	0.129	1.61	0.214	24.033	0.085	451.74	3061.09
40610	150.89	3739.95	22.162	0.012	0.4	0.024	21.762	0.012	451.89	4739.95
5376	151.08	1507.47	24.406	0.035	0.779	0.072	23.627	0.037	452.08	2507.47
12615	151.23	2363.07	23.873	0.022	0.763	0.042	23.11	0.02	452.23	3363.07
17431	151.24	2782.96	23.887	0.028	0.884	0.048	23.003	0.02	452.24	3782.96
40368	151.24	3663.07	21.9	0.011	0.342	0.023	21.558	0.012	452.24	4663.07
485	151.45	99.98	23.607	0.031	0.661	0.048	22.946	0.017	452.45	1099.98
36173	151.6	2544.35	22.316	0.011	0.402	0.024	21.914	0.013	452.6	3544.35
34179	152.11	2020.22	26.207	0.319	1.392	0.396	24.815	0.077	453.11	3020.22
9931	152.18	2117.88	22.6	0.012	0.514	0.026	22.086	0.014	453.18	3117.88
36974	152.2	2755.74	25.422	0.074	0.925	0.126	24.497	0.052	453.2	3755.74
41027	152.2	3873.37	24.061	0.024	0.922	0.048	23.139	0.024	453.2	4873.37
6647	152.27	1719.35	22.623	0.011	0.613	0.024	22.01	0.013	453.27	2719.35
10921	152.32	2209.42	22.924	0.013	0.544	0.029	22.38	0.016	453.32	3209.42
41448	152.53	4015.23	26.082	0.154	0.989	0.232	25.093	0.078	453.53	5015.23
38823	152.56	3220.24	25.242	0.06	0.832	0.102	24.41	0.042	453.56	4220.24
20449	152.83	3096.47	21.819	0.01	0.324	0.02	21.495	0.01	453.83	4096.47
423	153.46	80.26	24.225	0.042	0.766	0.069	23.459	0.027	454.46	1080.26
9111	153.64	2033.61	23.672	0.023	0.683	0.041	22.989	0.018	454.64	3033.61
29584	153.71	664.01	26.479	0.341	1.526	0.405	24.953	0.064	454.71	1664.01
31887	154.09	1424.79	25.059	0.059	1.021	0.092	24.038	0.033	455.09	2424.79
11399	154.3	2254.08	21.765	0.01	0.32	0.02	21.445	0.01	455.3	3254.08
31229	154.45	1230.91	25.873	0.139	1.042	0.198	24.831	0.059	455.45	2230.91
17722	154.81	2809.68	24.337	0.057	0.981	0.126	23.356	0.069	455.81	3809.68
35444	154.92	2353.35	25.188	0.067	0.932	0.109	24.256	0.042	455.92	3353.35
37633	154.92	2921.11	25.855	0.123	1.124	0.199	24.731	0.076	455.92	3921.11
19892	154.94	3033.16	24.195	0.038	0.769	0.061	23.426	0.023	455.94	4033.16
17846	155.14	2822.4	22.073	0.011	0.404	0.024	21.669	0.013	456.14	3822.4
23462	155.18	3581.83	24.791	0.06	0.928	0.117	23.863	0.057	456.18	4581.83
29653	155.42	688.85	25.186	0.058	0.834	0.106	24.352	0.048	456.42	1688.85
42157	155.42	4167.43	24.181	0.028	0.718	0.051	23.463	0.023	456.42	5167.43
36004	155.61	2500.85	25.85	0.111	1.04	0.191	24.81	0.08	456.61	3500.85
34060	155.81	1993.87	25.804	0.111	1.034	0.181	24.77	0.07	456.81	2993.87
22263	155.81	3356.12	22.182	0.011	0.888	0.021	21.294	0.01	456.81	4356.12
17317	155.91	2771.37	22.497	0.012	0.457	0.025	22.04	0.013	456.91	3771.37
37855	156.03	2976.66	25.372	0.086	1.006	0.143	24.366	0.057	457.03	3976.66
352	156.37	55.73	23.686	0.023	0.687	0.039	22.999	0.016	457.37	1055.73
30958	156.52	1141.26	24.973	0.066	0.9	0.105	24.073	0.039	457.52	2141.26
7139	156.52	1790.83	22.591	0.011	0.533	0.024	22.058	0.013	457.52	2790.83
20399	157.04	3089.95	23.583	0.039	0.617	0.061	22.966	0.022	458.04	4089.95
2838	157.34	890.23	21.474	0.013	0.289	0.023	21.185	0.01	458.34	1890.23
778	157.35	203.11	24.144	0.033	0.746	0.063	23.398	0.03	458.35	1203.11
305	157.41	41.16	24.813	0.062	0.873	0.112	23.94	0.05	458.41	1041.16
5710	157.43	1564.33	22.372	0.014	0.434	0.027	21.938	0.013	458.43	2564.33
5013	157.51	1435.31	21.397	0.01	0.09	0.02	21.307	0.01	458.51	2435.31
7874	158.17	1889.08	21.096	0.01	0.227	0.02	20.869	0.01	459.17	2889.08
20041	158.17	3049.32	24.444	0.041	0.739	0.068	23.705	0.027	459.17	4049.32
14023	158.2	2486.52	22.826	0.013	0.521	0.026	22.305	0.013	459.2	3486.52
23560	158.36	3597.63	24.914	0.063	0.754	0.104	24.16	0.041	459.36	4597.63
34734	158.38	2162.71	24.57	0.077	0.84	0.151	23.73	0.074	459.38	3162.71
36523	158.38	2627	25.774	0.121	1.12	0.175	24.654	0.054	459.38	3627
42188	158.39	4172.82	25.787	0.109	1.002	0.197	24.785	0.088	459.39	5172.82
20730	158.61	3132.17	23.231	0.018	0.656	0.032	22.575	0.014	459.61	4132.17
41851	158.76	4120.18	26.261	0.32	1.136	0.402	25.125	0.082	459.76	5120.18
18774	158.93	2911.04	22.458	0.011	0.388	0.024	22.07	0.013	459.93	3911.04
31505	159.03	1312.87	26.203	0.146	1.195	0.246	25.008	0.1	460.03	2312.87
37720	159.08	2940.66	25.473	0.11	0.925	0.174	24.548	0.064	460.08	3940.66
7402	159.19	1824.89	23.007	0.016	0.595	0.032	22.412	0.016	460.19	2824.89
574	160.54	134.77	24.134	0.03	0.733	0.056	23.401	0.026	461.54	1134.77
36591	160.59	2644.83	25.454	0.062	0.947	0.11	24.507	0.048	461.59	3644.83
22508	160.85	3400.24	23.347	0.025	0.763	0.038	22.584	0.013	461.85	4400.24
5332	160.95	1498.65	24.969	0.069	0.75	0.129	24.219	0.06	461.95	2498.65
10298	161.09	2154.2	20.383	0.009	0.078	0.019	20.305	0.01	462.09	3154.2
31081	161.44	1181.27	26.123	0.184	0.992	0.35	25.131	0.166	462.44	2181.27
7569	161.66	1847.9	21.25	0.01	0.498	0.02	20.752	0.01	462.66	2847.9
1983	161.79	622.26	23.828	0.025	0.685	0.04	23.143	0.015	462.79	1622.26
23446	161.98	3578.83	21.981	0.01	0.396	0.02	21.585	0.01	462.98	4578.83
4001	161.99	1203.32	23.83	0.026	0.64	0.048	23.19	0.022	462.99	2203.32
40927	162.13	3839.59	23.003	0.017	0.564	0.03	22.439	0.013	463.13	4839.59
38754	162.19	3200.35	25.314	0.078	1.072	0.131	24.242	0.053	463.19	4200.35
24198	162.34	3740.12	23.621	0.02	0.684	0.039	22.937	0.019	463.34	4740.12
17634	162.55	2801.72	22.303	0.014	0.394	0.033	21.909	0.019	463.55	3801.72
1041	162.66	308.02	24.001	0.031	0.716	0.053	23.285	0.022	463.66	1308.02
5737	163	1570.64	23.842	0.031	0.7	0.05	23.142	0.019	464	2570.64
6381	163.42	1674.98	23.704	0.022	0.66	0.04	23.044	0.018	464.42	2674.98
14269	163.69	2507.96	20.721	0.01	0.889	0.02	19.832	0.01	464.69	3507.96
2788	163.93	875.95	22.267	0.011	0.369	0.024	21.898	0.013	464.93	1875.95
14384	164.09	2518.02	23.935	0.026	0.748	0.063	23.187	0.037	465.09	3518.02
6095	164.1	1625.23	24.311	0.036	0.756	0.073	23.555	0.037	465.1	2625.23
35123	164.1	2263.36	26.278	0.26	1.085	0.359	25.193	0.099	465.1	3263.36
36149	164.3	2537.82	24.786	0.043	0.805	0.075	23.981	0.032	465.3	3537.82
32208	164.33	1515.07	26.308	0.35	1.057	0.488	25.251	0.138	465.33	2515.07
13286	164.52	2422.65	21.186	0.01	0.057	0.02	21.129	0.01	465.52	3422.65
2044	164.93	639.84	24.954	0.056	0.83	0.113	24.124	0.057	465.93	1639.84
20843	165.01	3147.65	21.738	0.01	0.311	0.022	21.427	0.012	466.01	4147.65
35330	165.25	2317.94	25.548	0.09	0.992	0.16	24.556	0.07	466.25	3317.94
19220	165.29	2957.23	21.484	0.01	0.574	0.02	20.91	0.01	466.29	3957.23
36465	165.34	2611.84	25.583	0.085	0.979	0.15	24.604	0.065	466.34	3611.84
3916	165.42	1178.92	24.468	0.036	0.78	0.076	23.688	0.04	466.42	2178.92
8237	165.59	1931.22	21.9	0.01	0.349	0.02	21.551	0.01	466.59	2931.22
39757	165.73	3471.1	24.7	0.048	0.84	0.073	23.86	0.025	466.73	4471.1
33521	166.04	1874.13	25.01	0.058	0.843	0.094	24.167	0.036	467.04	2874.13
1558	166.11	483.64	22.57	0.016	0.502	0.041	22.068	0.025	467.11	1483.64
34927	166.11	2208.57	26.305	0.231	1.354	0.328	24.951	0.097	467.11	3208.57
8112	166.28	1919.09	22.458	0.01	0.704	0.021	21.754	0.011	467.28	2919.09
38236	166.31	3072.65	26.162	0.199	1.198	0.271	24.964	0.072	467.31	4072.65
29290	166.52	556.49	25.893	0.122	1.022	0.186	24.871	0.064	467.52	1556.49
35406	166.7	2340.44	25.894	0.144	1.11	0.222	24.784	0.078	467.7	3340.44
34447	166.91	2085.78	25.34	0.069	0.901	0.109	24.439	0.04	467.91	3085.78
23232	167.05	3537.71	20.69	0.01	0.838	0.02	19.852	0.01	468.05	4537.71
9000	167.1	2019.91	21.704	0.011	0.296	0.021	21.408	0.01	468.1	3019.91
10477	167.26	2167.77	25.106	0.099	0.88	0.146	24.226	0.047	468.26	3167.77
29708	167.38	708.6	25.936	0.193	1.055	0.255	24.881	0.062	468.38	1708.6
9960	167.49	2120.94	21.181	0.01	0.254	0.02	20.927	0.01	468.49	3120.94
35132	167.49	2266.82	25.593	0.09	1.11	0.145	24.483	0.055	468.49	3266.82
20339	167.5	3082.66	23.135	0.016	0.631	0.034	22.504	0.018	468.5	4082.66
35379	167.58	2330.89	25.826	0.145	1.085	0.239	24.741	0.094	468.58	3330.89
37500	167.61	2887.66	24.973	0.059	0.968	0.12	24.005	0.061	468.61	3887.66
30024	167.78	829.49	25.817	0.119	1.326	0.199	24.491	0.08	468.78	1829.49
31276	167.79	1244.19	25.652	0.099	0.961	0.166	24.691	0.067	468.79	2244.19
31620	167.97	1347.69	26.216	0.141	1.077	0.229	25.139	0.088	468.97	2347.69
3771	168.01	1144.3	23.585	0.017	0.62	0.037	22.965	0.02	469.01	2144.3
35041	168.28	2238.43	25.089	0.083	0.728	0.136	24.361	0.053	469.28	3238.43
12995	168.32	2396.49	23.23	0.042	0.684	0.091	22.546	0.049	469.32	3396.49
28773	168.49	350.89	25.163	0.066	0.986	0.102	24.177	0.036	469.49	1350.89
32513	168.51	1612.82	25.061	0.052	0.927	0.125	24.134	0.073	469.51	2612.82
34678	168.81	2145.97	26.086	0.309	1.08	0.418	25.006	0.109	469.81	3145.97
19081	168.94	2943.58	24.484	0.039	0.776	0.065	23.708	0.026	469.94	3943.58
35232	169.17	2288.88	26.183	0.321	1.089	0.406	25.094	0.085	470.17	3288.88
41989	169.19	4142.37	23.013	0.015	0.698	0.028	22.315	0.013	470.19	5142.37
3694	169.39	1123.89	22.211	0.01	0.652	0.022	21.559	0.012	470.39	2123.89
5150	169.41	1461.91	24.2	0.038	0.744	0.065	23.456	0.027	470.41	2461.91
3014	169.49	943.78	23.666	0.028	0.675	0.044	22.991	0.016	470.49	1943.78
13513	169.57	2439.45	24.635	0.037	0.805	0.072	23.83	0.035	470.57	3439.45
450	169.6	89.47	21.591	0.01	0.233	0.02	21.358	0.01	470.6	1089.47
36408	169.75	2596.94	25.762	0.1	0.998	0.163	24.764	0.063	470.75	3596.94
36652	169.76	2659.93	25.337	0.061	0.965	0.113	24.372	0.052	470.76	3659.93
21693	169.79	3262.76	22.796	0.012	0.629	0.025	22.167	0.013	470.79	4262.76
41833	170.3	4117.47	23.622	0.025	0.765	0.041	22.857	0.016	471.3	5117.47
6865	170.36	1749.69	23.451	0.019	0.56	0.069	22.891	0.05	471.36	2749.69
2127	170.72	668	22.072	0.012	0.368	0.022	21.704	0.01	471.72	1668
1201	170.91	364.04	22.803	0.016	0.547	0.031	22.256	0.015	471.91	1364.04
35966	170.96	2492.13	26.421	0.347	1.403	0.427	25.018	0.08	471.96	3492.13
36831	171.1	2716.65	25.632	0.119	1.026	0.179	24.606	0.06	472.1	3716.65
41380	171.19	3993.16	23.922	0.048	0.728	0.084	23.194	0.036	472.19	4993.16
12873	171.44	2386.28	21.696	0.01	0.334	0.02	21.362	0.01	472.44	3386.28
29685	171.49	699.37	25.499	0.096	0.946	0.148	24.553	0.052	472.49	1699.37
40637	171.85	3747.8	25.987	0.124	0.943	0.21	25.044	0.086	472.85	4747.8
41112	171.95	3903.67	21.296	0.01	0.333	0.02	20.963	0.01	472.95	4903.67
12069	172.22	2314.39	21.881	0.012	0.349	0.024	21.532	0.012	473.22	3314.39
255	172.34	21.91	20.28	0.01	0.103	0.02	20.177	0.01	473.34	1021.91
27999	172.38	42.86	25.298	0.075	0.908	0.123	24.39	0.048	473.38	1042.86
14633	172.51	2537.57	24.12	0.025	0.688	0.048	23.432	0.023	473.51	3537.57
1469	172.53	453.86	21.013	0.01	0.442	0.02	20.571	0.01	473.53	1453.86
3517	173.06	1078.79	24.056	0.03	0.668	0.051	23.388	0.021	474.06	2078.79
37512	173.1	2891.62	25.106	0.059	0.937	0.099	24.169	0.04	474.1	3891.62
38024	173.26	3018.73	25.425	0.082	0.867	0.137	24.558	0.055	474.26	4018.73
12312	173.34	2337.03	21.25	0.01	0.209	0.02	21.041	0.01	474.34	3337.03
3108	173.52	969.47	24.295	0.028	0.776	0.058	23.519	0.03	474.52	1969.47
12729	173.68	2373.99	22.734	0.011	0.51	0.023	22.224	0.012	474.68	3373.99
36268	173.77	2564.73	25.833	0.104	1.045	0.18	24.788	0.076	474.77	3564.73
40567	173.79	3726.27	25.324	0.072	0.964	0.118	24.36	0.046	474.79	4726.27
37334	173.88	2845.38	25.642	0.079	1.024	0.137	24.618	0.058	474.88	3845.38
29479	174.61	627.1	25.176	0.073	0.955	0.144	24.221	0.071	475.61	1627.1
3886	174.63	1172.62	21.873	0.01	0.503	0.02	21.37	0.01	475.63	2172.62
29938	174.78	791.49	24.962	0.051	0.901	0.094	24.061	0.043	475.78	1791.49
33285	174.85	1810.01	25.584	0.085	0.854	0.147	24.73	0.062	475.85	2810.01
3920	174.9	1179.77	22.199	0.012	0.308	0.024	21.891	0.012	475.9	2179.77
3419	174.91	1053.49	23.096	0.015	0.562	0.046	22.534	0.031	475.91	2053.49
9259	174.95	2047.57	25.168	0.088	0.842	0.143	24.326	0.055	475.95	3047.57
18218	174.97	2859.51	23.363	0.029	0.675	0.061	22.688	0.032	475.97	3859.51
3182	175.26	989.84	23.6	0.019	0.671	0.034	22.929	0.015	476.26	1989.84
32487	175.27	1604.38	25.793	0.107	1.016	0.197	24.777	0.09	476.27	2604.38
24685	175.5	3862.78	24.663	0.028	0.83	0.056	23.833	0.028	476.5	4862.78
6039	175.74	1616.14	23.197	0.019	0.626	0.034	22.571	0.015	476.74	2616.14
3977	176.23	1197.93	23.194	0.02	0.59	0.035	22.604	0.015	477.23	2197.93
31392	176.23	1282.45	25.148	0.082	0.801	0.123	24.347	0.041	477.23	2282.45
2631	176.41	827.45	23.192	0.024	0.537	0.042	22.655	0.018	477.41	1827.45
21148	177.32	3188	23.707	0.019	0.663	0.037	23.044	0.018	478.32	4188
10371	177.74	2158.95	23.537	0.017	0.696	0.046	22.841	0.029	478.74	3158.95
17627	177.87	2800.9	23.483	0.015	0.582	0.032	22.901	0.017	478.87	3800.9
21967	178.09	3304.82	22.864	0.013	0.601	0.026	22.263	0.013	479.09	4304.82
12626	178.27	2363.97	22.7	0.012	0.618	0.025	22.082	0.013	479.27	3363.97
36003	178.29	2500.62	26.423	0.232	1.268	0.324	25.155	0.092	479.29	3500.62
21467	178.4	3230.37	22.168	0.01	0.36	0.02	21.808	0.01	479.4	4230.37
25188	178.45	3990.02	20.881	0.01	0.439	0.02	20.442	0.01	479.45	4990.02
30278	178.47	916.51	25.593	0.1	1.075	0.188	24.518	0.088	479.47	1916.51
29738	178.66	720.22	26.048	0.19	1.189	0.296	24.859	0.106	479.66	1720.22
33197	178.66	1787.24	25.652	0.1	1.014	0.173	24.638	0.073	479.66	2787.24
28032	178.67	54.79	25.377	0.084	0.935	0.137	24.442	0.053	479.67	1054.79
1206	178.9	366.58	23.668	0.023	0.836	0.065	22.832	0.042	479.9	1366.58
4097	178.99	1227.45	24.659	0.053	0.825	0.081	23.834	0.028	479.99	2227.45
21379	179.45	3219.09	24.742	0.047	0.839	0.081	23.903	0.034	480.45	4219.09
23700	179.51	3627.53	21.921	0.01	0.396	0.02	21.525	0.01	480.51	4627.53
13434	179.62	2433.29	20.685	0.01	0.234	0.02	20.451	0.01	480.62	3433.29
28652	179.91	301.22	25.735	0.133	1.262	0.227	24.473	0.094	480.91	1301.22
39637	179.99	3435.93	25.989	0.115	1.092	0.182	24.897	0.067	480.99	4435.93
6701	180.08	1727.01	20.831	0.01	0.366	0.02	20.465	0.01	481.08	2727.01
23411	180.22	3572.48	21.536	0.01	0.613	0.02	20.923	0.01	481.22	4572.48
2007	180.25	630.1	22.533	0.015	0.527	0.028	22.006	0.013	481.25	1630.1
30317	180.72	928.44	24.862	0.045	0.878	0.079	23.984	0.034	481.72	1928.44
8073	180.76	1913.86	24.378	0.035	0.763	0.065	23.615	0.03	481.76	2913.86
8300	180.91	1938.11	25.194	0.062	0.877	0.126	24.317	0.064	481.91	2938.11
9285	181.2	2050.4	24.741	0.047	0.842	0.08	23.899	0.033	482.2	3050.4
20051	181.25	3051.03	22.533	0.012	0.569	0.023	21.964	0.011	482.25	4051.03
28530	181.34	250.24	25.588	0.134	1.121	0.205	24.467	0.071	482.34	1250.24
5532	181.49	1535.05	23.945	0.027	0.71	0.05	23.235	0.023	482.49	2535.05
33898	181.63	1961.87	25.394	0.094	0.921	0.14	24.473	0.046	482.63	2961.87
3166	181.77	987.07	23.973	0.027	0.714	0.046	23.259	0.019	482.77	1987.07
36103	182.12	2525.05	24.798	0.046	1.036	0.073	23.762	0.027	483.12	3525.05
1948	182.4	612.56	22.286	0.01	0.624	0.023	21.662	0.013	483.4	1612.56
31026	182.59	1162.96	25.125	0.075	1.226	0.13	23.899	0.055	483.59	2162.96
12592	182.61	2361.28	24.358	0.112	0.753	0.22	23.605	0.108	483.61	3361.28
21856	182.98	3287.87	23.539	0.02	0.666	0.036	22.873	0.016	483.98	4287.87
848	183.62	238.03	21.989	0.01	0.301	0.024	21.688	0.014	484.62	1238.03
37930	183.63	2995.76	26.171	0.203	1.432	0.266	24.739	0.063	484.63	3995.76
29348	183.9	577.72	24.709	0.045	0.73	0.093	23.979	0.048	484.9	1577.72
8946	184.03	2013.2	24.739	0.044	0.826	0.093	23.913	0.049	485.03	3013.2
36258	184.07	2563.04	26.286	0.213	1.207	0.282	25.079	0.069	485.07	3563.04
30848	184.29	1106.87	25.09	0.079	0.889	0.154	24.201	0.075	485.29	2106.87
37606	184.34	2914.91	25.733	0.126	1.188	0.204	24.545	0.078	485.34	3914.91
36053	184.66	2512.45	26.201	0.119	1.223	0.242	24.978	0.123	485.66	3512.45
38938	184.73	3248.3	25.602	0.097	1.098	0.153	24.504	0.056	485.73	4248.3
34538	184.87	2109	25.803	0.123	1.044	0.21	24.759	0.087	485.87	3109
41049	185.06	3884.36	25.452	0.104	1.082	0.157	24.37	0.053	486.06	4884.36
36947	185.13	2746.81	25.951	0.128	1.018	0.198	24.933	0.07	486.13	3746.81
5170	185.48	1465.61	24.397	0.04	0.77	0.069	23.627	0.029	486.48	2465.61
5594	185.75	1545.69	22.084	0.011	0.417	0.024	21.667	0.013	486.75	2545.69
33485	185.81	1863.22	26.029	0.149	1.161	0.22	24.868	0.071	486.81	2863.22
31848	185.95	1415.22	24.331	0.035	0.768	0.054	23.563	0.019	486.95	2415.22
24602	185.98	3843.15	22.712	0.013	0.467	0.026	22.245	0.013	486.98	4843.15
40090	186.12	3580.33	25.614	0.15	1.269	0.206	24.345	0.056	487.12	4580.33
32753	186.31	1671.37	25.697	0.128	0.907	0.224	24.79	0.096	487.31	2671.37
21989	186.33	3307.34	24.549	0.041	0.825	0.067	23.724	0.026	487.33	4307.34
246	186.45	19.17	23.863	0.023	0.764	0.045	23.099	0.022	487.45	1019.17
32904	186.48	1713.11	25.784	0.132	0.875	0.255	24.909	0.123	487.48	2713.11
23266	186.63	3543.09	22.747	0.012	0.518	0.026	22.229	0.014	487.63	4543.09
7226	186.64	1801.87	21.071	0.032	0.181	0.092	20.89	0.06	487.64	2801.87
22998	186.78	3492.13	24.441	0.062	0.778	0.103	23.663	0.041	487.78	4492.13
1432	186.85	441.09	19.829	0.009	0.95	0.018	18.879	0.009	487.85	1441.09
38059	186.89	3027.53	25.034	0.062	0.978	0.167	24.056	0.105	487.89	4027.53
28845	186.91	380.49	25.785	0.107	0.995	0.167	24.79	0.06	487.91	1380.49
18471	186.96	2882.86	22.275	0.01	0.398	0.021	21.877	0.011	487.96	3882.86
39057	187.3	3281.32	25.253	0.07	1.01	0.128	24.243	0.058	488.3	4281.32
13321	187.35	2425.36	24.583	0.054	0.784	0.094	23.799	0.04	488.35	3425.36
12395	187.5	2343.8	24.029	0.051	0.731	0.079	23.298	0.028	488.5	3343.8
17474	187.58	2786.71	23.433	0.028	0.623	0.062	22.81	0.034	488.58	3786.71
11590	187.59	2270.89	24.485	0.055	0.77	0.085	23.715	0.03	488.59	3270.89
2509	187.74	791.42	24.39	0.038	0.753	0.064	23.637	0.026	488.74	1791.42
14624	187.86	2536.83	23.918	0.028	0.736	0.048	23.182	0.02	488.86	3536.83
38475	188.14	3130.78	25.974	0.108	0.97	0.19	25.004	0.082	489.14	4130.78
21539	188.38	3240.51	24.303	0.042	0.909	0.068	23.394	0.026	489.38	4240.51
37972	188.62	3006.81	26.12	0.2	1.058	0.293	25.062	0.093	489.62	4006.81
18838	188.9	2917.47	24.623	0.047	0.804	0.078	23.819	0.031	489.9	3917.47
3608	188.93	1099.28	24.224	0.04	0.782	0.063	23.442	0.023	489.93	2099.28
33716	189.16	1920.9	25.622	0.15	0.453	0.261	25.169	0.111	490.16	2920.9
24355	189.32	3779.07	24.738	0.042	0.802	0.084	23.936	0.042	490.32	4779.07
29429	189.39	608.3	25.706	0.118	1.048	0.203	24.658	0.085	490.39	1608.3
4589	190.56	1336.34	23.459	0.021	0.668	0.038	22.791	0.017	491.56	2336.34
9058	190.59	2028.27	24.41	0.035	0.733	0.064	23.677	0.029	491.59	3028.27
40485	190.71	3699.53	26.187	0.227	1.211	0.295	24.976	0.068	491.71	4699.53
40290	190.72	3642.08	25.885	0.112	0.943	0.183	24.942	0.071	491.72	4642.08
4152	190.97	1239.22	22.763	0.011	0.627	0.022	22.136	0.011	491.97	2239.22
33011	191.32	1738.65	25.119	0.163	0.855	0.277	24.264	0.114	492.32	2738.65
5362	191.53	1505.33	23.077	0.015	0.593	0.034	22.484	0.019	492.53	2505.33
16714	191.69	2718.86	23.012	0.015	0.585	0.029	22.427	0.014	492.69	3718.86
