#ID x   y   F555W   E_555   F555-F814   E_555-814
3685    3698.59 989.16  24.479  0.348   1.011   0.476
3686    2516.53 989.28  21.857  0.033   0.52    0.061
3687    3505.11 989.59  22.258  0.045   0.729   0.076
3688    2749.62 989.59  23.616  0.093   0.822   0.171
3689    1180.68 989.76  20.703  0.017   0.202   0.036
3690    1802.21 989.84  21.549  0.025   0.474   0.043
3691    863.6   990.21  24.661  0.356   1.057   0.552
3692    1506.85 990.25  22.309  0.073   0.959   0.101
3693    2037.26 990.33  21.263  0.018   0.511   0.036
3694    1968.84 990.44  23.898  0.119   0.951   0.181
3695    519.98  990.69  20.903  0.034   2.351   0.044
3696    842.07  990.93  24.582  0.282   0.947   0.387
3697    3765.89 991.27  23.594  0.086   0.865   0.138
3698    188.48  991.68  21.785  0.034   1.101   0.055
3699    1662.75 991.96  21.975  0.031   0.597   0.063
3700    1065.74 992.16  24.039  0.144   0.933   0.231
3701    1401.57 992.26  22.932  0.069   0.785   0.116
3702    3923.68 992.66  21.366  0.027   0.433   0.05
3703    2301.29 993.2   21.828  0.03    0.521   0.06
3704    2433.34 993.28  22.357  0.044   0.75    0.068
3705    2832.79 994.2   24.361  0.191   0.997   0.275
3706    1729.41 994.36  25.13   0.492   1.101   0.623
3707    1145.79 994.63  16.021  0.021   0.931   0.033
3708    97.46   995.57  22.588  0.041   0.685   0.073
3709    1500.54 995.72  25.223  0.465   1.057   0.604
3710    2273.25 996.06  23.599  0.087   0.829   0.155
3711    1363.77 996.16  22.195  0.034   0.61    0.058
3712    597.47  996.26  22.41   0.045   0.721   0.078
3713    2094.92 996.39  22.465  0.04    0.74    0.073
3714    1421.09 996.79  24.02   0.118   0.874   0.189
3715    203.75  996.97  23.945  0.172   0.857   0.242
3716    2509.37 997.24  23.261  0.079   0.774   0.131
3717    1224.69 997.82  21.91   0.03    0.545   0.055
3718    3824.56 997.96  23.546  0.083   0.78    0.141
3719    1272.12 998.12  23.004  0.071   0.735   0.113
3720    3964.54 998.47  24.777  0.318   1.095   0.406
3721    3443.69 998.94  25.245  0.429   1.071   0.559
3722    3404.79 999.18  24.126  0.184   0.868   0.264
3723    3443.76 999.31  25.357  0.43    1.183   0.56
3724    1278.61 999.52  24.225  0.238   0.816   0.316
3725    1086.77 999.99  24.142  0.16    0.908   0.231
3726    3653.78 1000.49 23.601  0.098   0.836   0.151
3727    1109.79 1000.96 23.638  0.088   0.831   0.147
3728    3185.9  1001.29 24.189  0.196   0.941   0.275
3729    1343.69 1001.54 24.546  0.204   0.905   0.302
3730    1516.2  1001.58 23.438  0.101   0.832   0.158
3731    2155.56 1001.6  21.334  0.043   0.34    0.087
3732    2655.23 1001.63 22.517  0.048   0.67    0.076
3733    1012.27 1001.8  21.143  0.027   0.441   0.047
3734    1556.3  1002.01 23.666  0.089   0.887   0.155
3735    3606.68 1002.21 23.058  0.065   0.738   0.103
3736    2939.69 1002.66 22.187  0.061   0.683   0.08
3737    4015.15 1002.82 23.948  0.174   0.923   0.229
3738    2717.04 1003.12 24.574  0.228   1.012   0.328
3739    2988.99 1003.41 23.012  0.051   0.719   0.103
3740    1636.4  1003.71 22.616  0.043   0.7 0.078
3741    3288.72 1003.76 21.313  0.024   0.682   0.044
3742    2024.55 1004.76 22.677  0.054   0.649   0.087
3743    2945.96 1004.91 25.038  0.313   1.05    0.518
3744    1945.67 1005.01 25.021  0.403   1.055   0.525
3745    695.17  1005.52 24.326  0.305   1.008   0.417
3746    144.54  1005.59 23.131  0.086   0.748   0.126
3747    3101.65 1006.04 24.816  0.415   0.946   0.522
3748    458.17  1006.1  23.133  0.093   0.857   0.13
3749    487.69  1006.21 23.704  0.128   0.894   0.28
3750    3836.05 1006.57 23.196  0.078   0.735   0.12
3751    1220.61 1006.91 22.347  0.047   0.649   0.08
3752    75.29   1006.92 20.59   0.016   0.669   0.035
3753    3183.69 1006.98 24.804  0.389   1.012   0.49
3754    3193.97 1007.73 24.248  0.156   0.939   0.234
3755    4039.06 1008.37 23.853  0.154   0.88    0.216
3756    1893.13 1008.74 21.611  0.029   0.668   0.05
3757    259.77  1009.42 24.282  0.211   1.053   0.401
3758    1853.59 1009.87 22.891  0.117   0.84    0.244
3759    510.69  1010.14 24.46   0.294   0.948   0.405
3760    3156.02 1010.39 23.507  0.081   0.889   0.132
3761    1347.86 1010.47 22.811  0.057   0.798   0.093
3762    1568.67 1010.93 21.775  0.029   0.458   0.072
3763    2080.13 1010.93 23.04   0.051   0.769   0.093
3764    3229.3  1011.04 24.532  0.258   0.971   0.34
3765    3690.99 1011.46 23.567  0.097   0.856   0.145
3766    3620.32 1011.57 24.775  0.267   0.982   0.408
3767    1711.57 1011.63 22.942  0.066   0.807   0.115
3768    1295.22 1011.66 23.658  0.101   0.834   0.16
3769    2976.85 1011.79 24.902  0.324   1.022   0.435
3770    1385.36 1011.82 23.917  0.101   0.791   0.166
3771    2543.03 1012.09 24.223  0.177   0.939   0.267
3772    744.8   1012.15 24.058  0.169   0.936   0.27
3773    1228.64 1012.45 24.014  0.185   0.942   0.259
3774    472.99  1012.66 24.812  0.414   1.227   0.62
3775    986.9   1012.7  22.993  0.073   0.728   0.122
3776    2195.73 1012.79 23.418  0.076   0.754   0.11
3777    880.56  1012.87 22.399  0.046   0.697   0.068
3778    158.78  1013.07 20.884  0.016   0.291   0.038
3779    3258.22 1013.41 25.008  0.34    1.003   0.499
3780    2902.46 1013.5  23.158  0.103   0.807   0.148
3781    1628.18 1014.24 23.127  0.067   0.757   0.109
3782    925.72  1014.44 21.801  0.029   0.599   0.059
3783    3498.92 1014.69 23.967  0.168   0.851   0.229
3784    1242.28 1014.95 21.678  0.036   1.047   0.056
3785    1354.29 1015.25 24.146  0.165   0.82    0.244
3786    4062.94 1015.41 24.499  0.313   0.913   0.402
3787    1004.02 1015.66 22.6    0.073   0.649   0.109
3788    412.75  1015.95 22.97   0.069   0.801   0.115
3789    586.98  1016.7  22.899  0.063   0.699   0.098
3790    89.57   1016.91 23.525  0.095   0.842   0.151
3791    1664.97 1017.37 23.621  0.09    0.809   0.149
3792    548.82  1017.38 20.262  0.012   0.227   0.03
3793    3085.54 1017.51 24.816  0.427   1.019   0.535
3794    4040.84 1017.71 23.084  0.088   0.737   0.197
3795    1155.09 1017.88 22.785  0.06    0.747   0.107
3796    1199.81 1018.18 23.321  0.08    0.772   0.135
3797    2366.38 1018.19 24.816  0.315   0.997   0.463
3798    2584.71 1018.73 23.932  0.205   0.77    0.284
3799    2296.25 1019.1  23.147  0.077   0.721   0.111
3800    97.2    1019.79 23.516  0.142   0.856   0.202
3801    2783.24 1019.81 24.801  0.448   1.003   0.611
3802    82.24   1019.83 24.459  0.27    1.092   0.349
3803    611.82  1020.21 22.807  0.058   0.874   0.093
3804    167.2   1020.64 21.431  0.025   0.987   0.042
3805    1618.98 1021.14 23.674  0.091   0.827   0.143
3806    3971.53 1022.19 24.182  0.219   1.024   0.343
3807    263.5   1022.27 19.893  0.022   1.208   0.036
3808    3541.78 1022.28 22.397  0.043   0.764   0.083
3809    2916.58 1022.69 23.722  0.111   0.827   0.157
3810    2322.82 1023.13 22.624  0.037   0.725   0.069
3811    4101.12 1023.63 24.349  0.154   0.915   0.237
3812    3334.05 1024.22 24.787  0.358   0.927   0.505
3813    1476.62 1024.53 25.102  0.313   1.114   0.442
3814    1606.84 1024.81 22.659  0.039   0.674   0.074
3815    3312.11 1024.99 20.949  0.017   0.407   0.035
3816    718.98  1025.12 23.407  0.081   0.821   0.125
3817    2347.13 1025.28 22.752  0.082   0.646   0.137
3818    217.48  1025.3  23.129  0.074   0.831   0.143
3819    2673.83 1025.49 24.118  0.303   1.023   0.371
3820    1805.19 1025.63 23.042  0.082   0.778   0.122
3821    2617.22 1025.73 23.254  0.101   0.842   0.152
3822    3844.55 1025.94 24.362  0.233   0.972   0.317
3823    2386.23 1025.98 22.394  0.031   0.659   0.059
3824    2852.87 1026.14 24.614  0.199   0.968   0.288
3825    670.95  1026.23 23.081  0.078   0.736   0.118
3826    2225.59 1026.39 22.872  0.05    0.818   0.085
3827    3241.92 1026.52 23.661  0.141   0.809   0.192
3828    1084.54 1026.74 23.234  0.088   0.815   0.131
3829    2655.92 1026.99 24.957  0.324   0.979   0.447
3830    3491.56 1027.39 23.369  0.09    0.773   0.127
3831    2330.52 1027.78 23.099  0.061   0.729   0.104
3832    2859.8  1028.09 23.795  0.128   0.872   0.187
3833    1287.85 1028.38 21  0.015   0.237   0.035
3834    1131.36 1028.62 24.998  0.433   1.148   0.571
3835    2964.02 1029.25 23.882  0.215   0.864   0.27
3836    3849.08 1029.73 23.289  0.099   0.884   0.133
3837    399.96  1030.15 23.852  0.145   0.785   0.204
3838    1459.36 1030.26 23.465  0.091   0.815   0.143
3839    3005.13 1030.77 22.149  0.033   0.692   0.058
3840    4013.59 1030.86 24.089  0.158   0.892   0.214
3841    344.66  1031.09 23.214  0.078   0.811   0.154
3842    1689.47 1031.79 20.59   0.02    1.125   0.029
3843    2472.56 1032.44 21.706  0.033   0.616   0.051
3844    1323.17 1032.68 23.86   0.117   0.838   0.17
3845    4040.96 1032.74 24.575  0.241   0.963   0.345
3846    2619.97 1033.01 24.821  0.252   0.935   0.447
3847    1416.88 1033.01 21.554  0.019   0.37    0.042
3848    2693.62 1033.26 23.462  0.129   0.868   0.211
3849    2831.67 1033.43 21.84   0.041   0.73    0.056
3850    3672.07 1033.78 24.333  0.168   0.859   0.251
3851    1388.49 1034.32 22.794  0.081   0.765   0.13
3852    89.16   1034.78 23.56   0.146   0.832   0.219
3853    816.44  1035.4  19.132  0.012   1.168   0.02
3854    1571.16 1035.65 23.435  0.159   0.862   0.238
3855    2266.89 1036.18 23.514  0.064   0.818   0.121
3856    950.19  1036.45 25.42   0.4 1.208   0.549
3857    1363.76 1036.81 24.639  0.18    1.063   0.273
3858    3857.14 1037.47 23.453  0.088   0.84    0.126
3859    123.15  1037.54 21.009  0.015   0.409   0.034
3860    2210.27 1037.78 22.735  0.053   0.721   0.107
3861    4113.77 1037.91 24.816  0.342   1.138   0.454
3862    2458.06 1038.01 22.823  0.064   0.848   0.096
3863    2743.55 1038.75 22.004  0.033   0.639   0.058
3864    3497.79 1039.33 23.632  0.089   0.852   0.161
3865    357.83  1039.56 23.675  0.155   0.868   0.217
3866    2699.27 1039.64 20.852  0.014   0.19    0.035
3867    4104.86 1039.65 23.407  0.067   0.817   0.117
3868    1208.98 1039.72 18.547  0.009   0.09    0.017
3869    1584.48 1039.72 23.012  0.068   0.84    0.114
3870    297.08  1040.11 23.626  0.088   0.854   0.139
3871    606.92  1040.65 23.76   0.107   0.827   0.178
3872    171.19  1041.14 21.169  0.025   0.284   0.048
3873    3329.38 1041.23 22.067  0.03    0.616   0.055
3874    975.64  1041.57 23.807  0.112   0.855   0.176
3875    1837.67 1042.56 22.637  0.043   0.752   0.07
3876    342.67  1042.76 23.477  0.148   0.812   0.207
3877    3994.13 1043.13 22.517  0.038   0.648   0.076
3878    2988.54 1043.13 21.026  0.018   0.332   0.035
3879    3423.58 1043.3  22.9    0.057   0.771   0.088
3880    3094.55 1043.57 24.309  0.184   0.86    0.275
3881    1062.87 1043.7  22.899  0.106   0.802   0.23
3882    4045.33 1043.72 22.722  0.051   0.701   0.089
3883    1795.69 1044.38 24.862  0.488   0.805   0.595
3884    2509.62 1044.46 22.797  0.051   0.731   0.085
3885    1332.07 1044.57 22.707  0.043   0.682   0.077
3886    828.68  1044.86 23.694  0.105   0.859   0.188
3887    2536.22 1044.91 24.405  0.185   0.864   0.257
3888    3548.71 1045.94 22.131  0.033   0.765   0.056
3889    417.49  1046.06 20.335  0.016   0.14    0.05
3890    2994.93 1046.35 24.102  0.242   0.989   0.34
3891    3752.17 1046.47 22.559  0.04    0.71    0.078
3892    2253.54 1046.48 23.531  0.106   0.882   0.16
3893    1041.2  1047.17 24.763  0.241   1.141   0.335
3894    161.45  1047.49 23.575  0.085   0.764   0.138
3895    390.05  1047.63 24.787  0.374   1.379   0.461
3896    675.36  1048.53 24.172  0.137   0.887   0.204
3897    3912.03 1049.35 24.896  0.423   0.946   0.566
3898    2281.39 1049.83 21.906  0.03    0.449   0.055
3899    1910.68 1049.99 20.979  0.014   0.541   0.033
3900    1775.65 1050.15 24.618  0.209   1.007   0.304
3901    758.44  1050.22 23.851  0.117   0.916   0.188
3902    1251.2  1050.34 24.303  0.147   0.898   0.252
3903    1060.77 1050.67 24.103  0.135   0.85    0.251
3904    4015.16 1051.24 23.204  0.127   0.813   0.191
3905    57.76   1051.96 24.161  0.197   1.018   0.303
3906    3796.73 1052    24.982  0.427   0.978   0.637
3907    314.42  1052.6  24.224  0.187   0.844   0.27
3908    3654.57 1053.32 20.046  0.015   1.218   0.023
3909    3335.32 1053.36 23.904  0.145   0.864   0.214
3910    952.05  1053.36 23.58   0.104   0.763   0.152
3911    3900.65 1053.44 22.344  0.049   0.712   0.082
3912    1191.52 1053.77 23.279  0.085   0.751   0.134
3913    3154.99 1053.82 24.236  0.151   1.018   0.225
3914    896.66  1054.02 23.422  0.108   0.778   0.154
3915    3963.94 1055.01 24.964  0.477   1.061   0.576
3916    2032.79 1055.25 24.19   0.145   0.898   0.22
3917    1808.7  1055.38 21.554  0.02    0.382   0.039
3918    1817.17 1055.41 22.568  0.052   0.655   0.081
3919    1478.09 1055.48 21.559  0.044   1.093   0.056
3920    1036.82 1055.68 24.636  0.472   0.913   0.576
3921    3858.98 1055.7  22.05   0.035   0.613   0.061
3922    1957.7  1055.75 23.321  0.064   0.854   0.137
3923    692.34  1055.8  20.502  0.02    0.226   0.041
3924    1090.43 1056.03 21.343  0.035   0.597   0.049
3925    293.23  1056.48 23.967  0.148   0.861   0.245
3926    2195.23 1056.93 23.631  0.131   0.828   0.204
3927    3797.15 1056.95 25.279  0.453   1.021   0.713
3928    120.52  1057.15 21.353  0.017   0.448   0.045
3929    489.97  1057.17 23.97   0.152   0.858   0.213
3930    3820.17 1057.32 24.678  0.32    0.882   0.405
3931    2631.72 1057.39 25.154  0.377   1.01    0.534
3932    3485.04 1057.4  24.002  0.179   0.869   0.247
3933    3577.42 1057.69 24.28   0.16    0.923   0.252
3934    3687.4  1058    22.243  0.032   0.642   0.067
3935    1170.37 1058.99 22.63   0.047   0.672   0.081
3936    3019.07 1059.12 21.596  0.05    0.6 0.093
3937    62.84   1059.28 20.77   0.013   0.308   0.029
3938    848.09  1059.36 21.841  0.026   0.581   0.058
3939    3944.9  1059.44 24.629  0.201   0.894   0.325
3940    4021.14 1059.54 22.089  0.04    0.532   0.07
3941    140.08  1059.63 19.742  0.015   0.881   0.029
3942    349.49  1059.85 23.415  0.118   0.82    0.294
3943    2379.32 1059.86 24.516  0.257   0.893   0.366
3944    757.78  1060.01 24.092  0.167   0.842   0.245
3945    4123.91 1060.16 24.227  0.226   0.949   0.361
3946    3263.02 1060.58 24.21   0.234   0.834   0.306
3947    954 1060.59 22.817  0.052   0.669   0.092
3948    1252.69 1060.77 23.856  0.122   0.797   0.178
3949    3670.98 1061.16 24.617  0.24    1.095   0.389
3950    2458.17 1061.3  24.134  0.184   1.062   0.288
3951    3318.16 1061.77 23.897  0.198   0.948   0.265
3952    1157.16 1061.83 21.146  0.02    0.526   0.041
3953    1534.44 1063.02 24.61   0.265   0.995   0.368
3954    502.97  1063.3  24.893  0.38    1.024   0.541
3955    1778.32 1063.56 24.639  0.28    0.94    0.464
3956    108.95  1064.32 24.219  0.309   1.011   0.369
3957    2541.65 1064.34 22.028  0.06    0.702   0.085
3958    3037.96 1064.53 25.452  0.447   1.049   0.737
3959    109.02  1064.65 24.219  0.321   1.009   0.395
3960    562.26  1064.89 24.967  0.46    0.936   0.592
3961    4043.15 1065.12 21.843  0.04    1.007   0.061
3962    435.5   1065.24 24.231  0.15    0.881   0.241
3963    1035.06 1065.41 23.75   0.154   0.837   0.227
3964    1061.83 1065.58 22.904  0.055   0.721   0.095
3965    3091.71 1065.82 23.234  0.065   0.765   0.101
3966    2940.62 1065.95 23.368  0.092   0.803   0.158
3967    1976.56 1066.03 20.398  0.014   0.156   0.026
3968    2280.84 1066.3  24.65   0.285   0.949   0.401
3969    234.84  1066.68 24.838  0.329   1.184   0.446
3970    3290.54 1066.9  23.603  0.103   0.79    0.185
3971    3516.9  1066.99 23.478  0.095   0.825   0.138
3972    1080.49 1067.78 24.145  0.299   0.938   0.389
3973    3064.04 1067.97 24.332  0.268   0.883   0.368
3974    2809.94 1069.66 23.407  0.095   0.911   0.138
3975    2076.18 1070.21 22.173  0.046   0.556   0.077
3976    3897.67 1070.51 24.828  0.314   0.854   0.451
3977    789.82  1070.6  23.758  0.097   0.843   0.157
3978    856.43  1070.64 22.538  0.055   0.811   0.08
3979    3813.03 1071.04 23.29   0.109   0.78    0.145
3980    352.58  1071.55 18.157  0.01    1.454   0.031
3981    1077.16 1071.7  23.556  0.17    0.818   0.227
3982    3877.46 1072.33 22.556  0.062   0.68    0.1
3983    2220.29 1072.64 24.296  0.149   0.914   0.236
3984    1867.44 1072.76 23.071  0.1 0.709   0.142
3985    461.05  1072.9  21.078  0.023   0.545   0.04
3986    2908.57 1073.11 23.445  0.099   0.882   0.146
3987    739.86  1073.12 22.494  0.039   0.649   0.07
3988    2227.68 1073.2  22.696  0.048   0.709   0.086
3989    944.85  1073.5  24.656  0.206   0.98    0.297
3990    3217.93 1073.55 23.948  0.133   0.839   0.221
3991    977.98  1073.84 25.271  0.392   1.146   0.491
3992    901.01  1073.96 22.278  0.033   0.687   0.055
3993    3856.71 1074.04 22.468  0.048   0.81    0.082
3994    475.84  1074.24 19.328  0.015   1.27    0.025
3995    1010.46 1074.59 24.622  0.343   0.911   0.448
3996    1397.24 1074.84 22.087  0.084   0.752   0.192
3997    888.28  1074.91 23.913  0.146   0.863   0.198
3998    2746.22 1074.99 23.743  0.129   0.87    0.185
3999    2902.53 1075.1  24.704  0.23    1.226   0.337
4000    2782.84 1075.44 23.911  0.191   0.904   0.238
4001    3984.95 1075.57 23.845  0.106   0.806   0.167
4002    2639.29 1077.03 20.556  0.015   0.154   0.035
4003    1130.12 1077.35 24.463  0.205   0.887   0.314
4004    3065.82 1077.9  19.374  0.01    0.073   0.022
4005    649.93  1077.91 21.288  0.02    0.386   0.041
4006    1381.09 1077.95 24.344  0.215   0.855   0.309
4007    3215.93 1078.95 23.65   0.123   0.811   0.174
4008    785.34  1079.22 22.556  0.039   0.82    0.078
4009    1840.58 1079.63 22.522  0.043   0.729   0.068
4010    1829.19 1079.8  23.9    0.101   0.859   0.164
4011    3948.81 1079.8  21.574  0.033   0.597   0.062
4012    1710.96 1080.13 24.734  0.411   0.936   0.53
4013    1739.57 1080.25 22.253  0.038   0.569   0.06
4014    3153.37 1080.38 24.073  0.132   0.939   0.202
4015    1521.1  1080.53 20.925  0.037   0.623   0.091
4016    1932.45 1080.91 24.553  0.293   0.982   0.393
4017    4039.84 1081.34 25.318  0.426   1.26    0.56
4018    1872.47 1081.45 24.665  0.343   0.945   0.439
4019    2978.14 1081.82 21.695  0.02    0.452   0.044
4020    671.86  1081.89 23.303  0.074   0.885   0.127
4021    877.33  1082.22 23.058  0.066   0.77    0.104
4022    3634.73 1082.28 22.406  0.048   0.703   0.069
4023    794.32  1082.35 22.592  0.043   0.711   0.077
4024    3954.56 1083.54 22.575  0.061   0.647   0.1
4025    1495.09 1083.81 24.017  0.183   0.796   0.251
4026    3313.3  1083.95 23.161  0.071   0.707   0.113
4027    3924.57 1084.05 19.438  0.01    0.212   0.021
4028    1353.41 1084.28 24.932  0.254   0.963   0.414
4029    3614.22 1085.02 24.692  0.271   0.982   0.365
4030    872.45  1085.08 22.769  0.04    0.68    0.079
4031    3995.18 1085.63 21.635  0.035   0.366   0.06
4032    1649.58 1085.66 24.741  0.255   1.022   0.373
4033    2995.74 1085.8  24.182  0.17    0.958   0.247
4034    2712.15 1085.96 22.963  0.059   0.714   0.096
4035    2919.71 1086.09 23.69   0.109   0.847   0.159
4036    223.71  1086.26 23.269  0.062   0.833   0.131
4037    3086.46 1086.26 23.947  0.136   0.845   0.189
4038    758.86  1086.5  24.919  0.44    1.019   0.553
4039    912.15  1086.91 23.701  0.115   0.813   0.16
4040    780.05  1088.03 20.925  0.016   0.217   0.037
4041    1622.94 1088.13 22.448  0.042   0.75    0.081
4042    3861.31 1088.29 22.775  0.068   0.732   0.102
4043    2029.88 1088.77 22.286  0.048   0.775   0.076
4044    174.14  1088.84 21.668  0.025   0.479   0.051
4045    1518.92 1088.85 22.729  0.048   0.76    0.094
4046    3718.98 1088.87 22.438  0.049   0.635   0.072
4047    3041.81 1089.69 22.735  0.053   0.758   0.096
4048    1711.7  1090.07 20.882  0.015   0.349   0.037
4049    769.13  1090.84 24.064  0.153   0.834   0.232
4050    3583.04 1090.93 24.315  0.167   1.009   0.247
4051    2450.94 1090.97 20.448  0.014   0.214   0.026
4052    341.32  1091.18 24.363  0.173   1.05    0.297
4053    3607.83 1091.54 23.932  0.117   0.804   0.227
4054    151.3   1091.71 24.745  0.411   0.926   0.544
4055    3101.31 1092.12 21.884  0.035   0.711   0.053
4056    2836.29 1092.49 23.415  0.083   0.761   0.13
4057    662.05  1092.51 24.578  0.277   0.976   0.382
4058    3906.65 1092.87 23.431  0.092   0.93    0.133
4059    1876.22 1093.85 24.094  0.118   0.948   0.18
4060    3237.52 1094.34 17.835  0.013   0.063   0.022
4061    2457.34 1094.38 23.216  0.093   0.774   0.15
4062    2420.81 1094.89 23.988  0.151   0.944   0.262
4063    3873.66 1095.04 22.93   0.047   0.688   0.087
4064    3257.88 1095.85 24.41   0.289   1.031   0.427
4065    3542.32 1096.01 23.488  0.105   0.75    0.158
4066    2496.3  1097.07 24.662  0.323   0.923   0.468
4067    3499.65 1097.28 23.967  0.11    0.863   0.17
4068    1389.65 1097.45 23.677  0.11    0.87    0.152
4069    382.24  1097.84 24.363  0.317   0.873   0.401
4070    1822.25 1098.16 22.679  0.045   0.716   0.08
4071    1193.55 1098.34 22.147  0.048   0.57    0.08
4072    2004.94 1098.69 23.704  0.139   0.795   0.189
4073    2165.72 1098.71 21.388  0.021   0.424   0.04
4074    2937.16 1098.74 21.515  0.022   0.613   0.041
4075    2052.31 1098.81 22.37   0.053   0.71    0.084
4076    2594.17 1098.87 22.97   0.06    0.744   0.102
4077    4111.12 1098.95 24.667  0.258   0.954   0.366
4078    105.76  1099.47 23.551  0.084   0.857   0.146
4079    420.5   1099.57 24.805  0.29    0.937   0.397
4080    3524.04 1099.6  24.16   0.223   0.982   0.352
4081    3223.45 1100.02 23.6    0.169   0.888   0.22
4082    3317.48 1100.04 21.96   0.036   0.809   0.06
4083    3783.14 1100.08 23.737  0.14    0.852   0.202
4084    1672.57 1100.15 21.627  0.059   0.6 0.08
4085    1498.4  1100.19 24.745  0.472   1.132   0.582
4086    2379.75 1100.3  19.855  0.019   1.176   0.026
4087    75.52   1100.64 23.577  0.133   0.833   0.193
4088    3639.77 1101.05 23.778  0.103   0.871   0.159
4089    3143.73 1101.54 24.462  0.242   1.048   0.408
4090    219.04  1101.6  24.038  0.113   0.944   0.19
4091    545.27  1101.81 25.193  0.457   0.935   0.604
4092    3611.81 1102.15 24.413  0.299   0.963   0.388
4093    1558.05 1103.22 22.423  0.042   0.765   0.067
4094    2979.38 1103.46 23.216  0.066   0.803   0.105
4095    1142.23 1103.58 24.158  0.183   0.907   0.287
4096    2856.92 1104.4  22.529  0.042   0.752   0.073
4097    2539.32 1104.42 21.571  0.025   0.607   0.045
4098    635.46  1104.6  24.073  0.136   0.741   0.22
4099    2152.64 1104.89 22.465  0.034   0.601   0.058
4100    3384.94 1104.98 23.053  0.094   0.76    0.152
4101    2204.35 1105.06 22.947  0.053   0.689   0.108
4102    1009.58 1105.16 22.979  0.047   0.762   0.088
4103    474.55  1105.21 22.364  0.046   0.661   0.077
4104    3391.3  1105.82 22.43   0.05    0.651   0.097
4105    3836.87 1106.82 22.627  0.054   0.672   0.087
4106    3195.98 1106.91 22.204  0.039   0.6 0.065
4107    3136.49 1107.71 22.753  0.052   0.701   0.096
4108    1806.67 1107.89 23.912  0.126   0.86    0.181
4109    2763.85 1108.25 22.239  0.035   0.622   0.063
4110    210.21  1108.64 21.35   0.023   0.582   0.04
4111    2568.05 1108.76 23.459  0.087   0.785   0.137
4112    2129.71 1108.76 24.274  0.354   0.922   0.43
4113    1751.55 1109.04 22.754  0.057   0.725   0.085
4114    298.92  1109.66 21.076  0.021   0.508   0.044
4115    3066.62 1109.82 24.012  0.136   0.848   0.219
4116    3045.02 1110.21 20.529  0.018   1.119   0.031
4117    3060.74 1110.54 23.612  0.085   0.813   0.175
4118    3620.46 1110.57 25.055  0.474   1.035   0.599
4119    2319.85 1110.71 23.778  0.117   0.877   0.191
4120    992.27  1110.82 23.175  0.064   0.748   0.122
4121    3601.56 1111.02 22.438  0.046   0.662   0.082
4122    1305.31 1111.62 24.376  0.23    0.859   0.333
4123    4113.37 1112.04 24.081  0.211   0.802   0.296
4124    3351.7  1112.51 21.745  0.029   0.522   0.055
4125    1177.55 1112.59 21.084  0.024   0.351   0.043
4126    1803.65 1113.57 23.672  0.085   0.799   0.144
4127    288.61  1113.88 21.203  0.019   0.374   0.043
4128    231.8   1113.93 23.152  0.067   0.819   0.102
4129    465.24  1114.11 21.626  0.027   0.494   0.046
4130    431.95  1114.28 22.301  0.034   0.575   0.065
4131    3867.72 1114.88 23.576  0.104   0.804   0.158
4132    2825.3  1114.92 23.221  0.067   0.773   0.11
4133    2652.03 1115.03 19.205  0.008   0.144   0.017
4134    3321.71 1115.15 21.266  0.028   0.665   0.049
4135    3072.14 1115.48 24.513  0.327   0.949   0.406
4136    1758.91 1115.62 24.411  0.281   0.919   0.378
4137    537.93  1115.63 23.506  0.176   0.826   0.237
4138    1947.05 1116.21 24.763  0.492   0.962   0.594
4139    1123.24 1116.88 24.847  0.395   0.943   0.507
4140    68.3    1117    23.173  0.07    0.797   0.115
4141    459.49  1117.54 23.608  0.107   0.815   0.171
4142    793.4   1118.21 21.274  0.025   1.078   0.042
4143    1083.24 1118.79 23.813  0.134   0.744   0.188
4144    3164.9  1118.85 23.064  0.062   0.803   0.096
4145    2215.82 1118.9  23.953  0.28    0.811   0.356
4146    959.17  1119.08 22.673  0.041   0.724   0.074
4147    1189.06 1119.09 24.425  0.312   0.893   0.47
4148    3435.87 1119.18 23.104  0.066   0.761   0.105
4149    2263.91 1119.28 23.558  0.109   0.881   0.156
4150    1612.4  1119.56 24.08   0.166   0.774   0.274
4151    3478.03 1119.65 23.353  0.094   0.79    0.157
4152    3711.91 1119.69 24.205  0.189   0.952   0.314
4153    3839.88 1119.69 24.23   0.17    0.806   0.244
4154    2497.55 1119.8  24.846  0.445   1.01    0.565
4155    2497.2  1119.99 24.856  0.372   1.042   0.527
4156    1239.29 1120.56 25.268  0.367   0.946   0.578
4157    3613.53 1120.68 21.443  0.027   0.679   0.044
4158    3652.06 1120.81 23.71   0.135   0.851   0.183
4159    1591.59 1121.07 23.362  0.085   0.773   0.14
4160    251.72  1121.47 22.216  0.032   0.58    0.06
4161    1428.8  1122.81 23.622  0.114   0.931   0.17
4162    383.33  1122.94 24.144  0.19    0.844   0.257
4163    3130.43 1123.03 24.766  0.273   1.027   0.405
4164    946.16  1123.63 23.362  0.074   0.773   0.134
4165    3377.3  1124.15 22.803  0.063   0.806   0.096
4166    3737.2  1124.29 24.05   0.182   0.953   0.247
4167    1480.25 1124.66 23.295  0.063   0.758   0.121
4168    3581.04 1125.92 25.037  0.439   1.014   0.572
4169    2053.45 1126.3  22.537  0.074   0.786   0.101
4170    2602.91 1126.62 24.222  0.16    0.895   0.229
4171    3823.02 1127.05 24.664  0.233   0.939   0.446
