#ID x   y   F555W   E_555   F555-F814   E_555-814
517 1372.08 89.76   25.491  0.435   1.168   0.632
518 775.42  89.88   25.334  0.47    1.233   0.607
519 1460.7  89.9    22.95   0.109   0.825   0.172
520 586.53  90.32   24.857  0.358   1.094   0.46
521 3739.67 90.32   23.261  0.063   0.809   0.108
522 568.92  90.43   22.651  0.069   0.743   0.1
523 2846.4  91.59   21.674  0.029   0.5 0.051
524 2742.28 91.72   23.75   0.115   0.947   0.279
525 3983.76 92.13   23.124  0.117   0.798   0.166
526 1812.63 92.98   22.044  0.034   0.555   0.058
527 2755.05 93.39   18.715  0.012   1.254   0.023
528 823.82  93.7    20.863  0.024   1.116   0.033
529 900.49  93.86   20.731  0.017   0.536   0.038
530 3420.83 93.99   25.386  0.426   1.217   0.564
531 2386.7  94  23.749  0.122   0.82    0.193
532 3652.93 94.22   24.814  0.399   0.886   0.648
533 3653.03 94.59   24.814  0.339   0.886   0.588
534 2229.49 94.67   21.875  0.031   0.573   0.054
535 1608.48 94.69   24.454  0.251   0.991   0.354
536 1426.82 94.8    21.109  0.02    0.376   0.052
537 4121.9  94.81   24.41   0.263   1.041   0.346
538 3537.19 95.04   22.929  0.047   0.797   0.077
539 3698.62 96.1    25.431  0.324   1.225   0.479
540 1741.96 96.29   23.515  0.077   0.82    0.125
541 2535.21 96.3    21.42   0.025   0.486   0.05
542 3198.76 96.57   24.661  0.24    1.042   0.308
543 3187.27 96.99   23.035  0.08    0.725   0.123
544 695.13  97.07   24.739  0.193   1.094   0.286
545 1282.41 97.12   23.423  0.085   0.784   0.143
546 75.13   97.13   24.633  0.298   1.002   0.41
547 1759.48 97.38   24.065  0.224   0.849   0.287
548 2397.56 97.41   25.248  0.492   1.18    0.616
549 162.16  97.53   21.139  0.03    0.682   0.05
550 3126.76 97.71   23.17   0.068   0.793   0.113
551 2207.13 97.86   25.097  0.428   1.152   0.57
552 227.18  98.14   23.888  0.141   0.976   0.197
553 2876.67 98.75   25.107  0.204   1.167   0.31
554 3957.91 98.92   21.724  0.043   0.425   0.08
555 1327.39 98.98   21.577  0.032   0.883   0.049
556 2309.01 99.83   25.169  0.448   1.11    0.58
557 2708.06 100 24.274  0.174   0.859   0.28
558 3366.24 100.04  24.311  0.221   0.993   0.301
559 1394.77 100.2   24.088  0.163   1.058   0.219
560 3930.13 100.65  24.064  0.234   1.047   0.322
561 2283.3  100.74  22.083  0.045   0.775   0.075
562 2402.38 101.67  24.091  0.196   1.106   0.253
563 676.99  101.78  21.821  0.028   0.773   0.054
564 3808.01 102.11  24.612  0.317   0.921   0.403
565 1520.72 103.79  21.73   0.029   0.557   0.047
566 1635.91 103.96  23.212  0.085   0.751   0.155
567 3077.56 104.25  22.812  0.061   0.745   0.091
568 1434.66 104.6   24.42   0.219   0.964   0.292
569 179.12  104.79  24.793  0.285   1.112   0.444
570 3472.67 105.16  21.936  0.026   0.488   0.048
571 3180.29 105.16  22.728  0.044   0.692   0.078
572 1409.85 105.28  22.151  0.03    0.761   0.053
573 3588.51 105.34  23.894  0.169   0.86    0.25
574 308.82  106.27  21.037  0.026   0.671   0.044
575 788.35  106.56  22.512  0.048   0.873   0.078
576 2949.77 106.92  23.56   0.092   0.819   0.153
577 162.59  107.4   25.004  0.37    1.067   0.506
578 2731.98 108.69  25.301  0.403   0.891   0.586
579 1621.54 108.91  21.009  0.029   0.61    0.048
580 3063.13 109.55  22.393  0.061   1.034   0.076
581 2938.61 109.74  24.08   0.164   0.816   0.224
582 2491.12 109.83  23.745  0.096   0.849   0.151
583 600.24  110.07  22.317  0.043   0.613   0.074
584 2612.79 110.33  23.223  0.065   0.729   0.1
585 1265.67 110.96  24.647  0.214   0.937   0.338
586 4082.68 111.05  24.013  0.122   0.841   0.182
587 402.81  111.16  23.137  0.074   0.823   0.115
588 1614.68 111.17  20.741  0.028   0.938   0.04
589 2788.19 111.21  24.719  0.2 0.972   0.308
590 959.81  111.37  22.785  0.052   0.74    0.084
591 415.36  111.52  23.417  0.073   0.811   0.115
592 4038.85 111.81  22.35   0.043   0.74    0.069
593 3350.61 112.31  24.296  0.288   0.945   0.357
594 2690.74 112.56  24.025  0.188   0.844   0.255
595 2722    113.04  21.941  0.029   0.671   0.05
596 2187.77 113.6   24.226  0.159   0.885   0.249
597 1609.49 114.61  22.948  0.104   0.825   0.24
598 1276.37 114.92  25.022  0.452   1.28    0.555
599 980.27  114.98  21.94   0.036   0.724   0.062
600 3331.38 114.99  23.459  0.067   0.753   0.111
601 511.73  115.29  23.854  0.127   0.965   0.195
602 831.52  115.74  24.664  0.242   1.031   0.325
603 3070.08 116.32  25.13   0.465   1.079   0.592
604 2136.53 116.4   24.812  0.238   1.053   0.326
605 1831.85 116.91  24.033  0.161   0.992   0.332
606 736.41  117.01  21.863  0.031   0.568   0.07
607 1454.93 117.03  23.95   0.166   0.895   0.223
608 1160.8  117.03  24.285  0.186   0.897   0.279
609 4131.93 117.06  24.434  0.311   0.967   0.478
610 1482.79 117.16  24.64   0.259   1.005   0.409
611 1213.82 117.2   23.54   0.11    0.819   0.157
612 422.11  117.26  22.803  0.048   0.754   0.084
613 3425.5  117.4   23.93   0.111   0.82    0.203
614 3647.31 117.53  23.836  0.076   0.825   0.138
615 3058.6  117.69  24.064  0.145   0.861   0.241
616 3872.41 117.88  23.416  0.087   0.708   0.144
617 1262.12 118.29  21.601  0.026   0.65    0.046
618 1191.74 118.55  22.935  0.065   0.768   0.107
619 177.21  119.05  23.838  0.094   0.934   0.15
620 3688.13 119.08  25.217  0.461   1.247   0.585
621 484.51  121.19  24.584  0.219   1.118   0.302
622 353.88  121.65  24.891  0.398   1.052   0.502
623 3445.86 122.21  24.486  0.146   0.988   0.226
624 1240.02 122.55  24.848  0.472   1.136   0.562
625 3133.86 122.56  24.142  0.189   1.004   0.248
626 759.83  122.61  22.108  0.036   0.574   0.064
627 2744.61 122.73  24.231  0.155   0.937   0.219
628 1894.31 122.77  21.408  0.026   0.661   0.048
629 606.61  123.2   22.48   0.045   0.828   0.09
630 1495.47 123.56  23.152  0.069   0.719   0.111
631 1365.23 123.74  24.406  0.193   1.008   0.275
632 2470.57 123.76  22.648  0.044   0.68    0.082
633 703.38  123.85  22.947  0.064   0.748   0.129
634 2793.29 124.04  24.419  0.241   0.884   0.321
635 968.2   124.12  24.888  0.449   0.889   0.612
636 1946.3  124.27  21.833  0.034   0.57    0.06
637 3274.83 124.3   24.077  0.13    0.924   0.195
638 312.69  124.6   20.656  0.021   0.404   0.039
639 3554.33 124.83  24.841  0.401   1.013   0.494
640 3661.58 124.92  24.453  0.229   0.828   0.36
641 2428.49 125.04  22.71   0.046   0.725   0.077
642 4125.58 125.43  24.195  0.147   0.851   0.231
643 3805.52 125.75  23.35   0.075   0.766   0.132
644 1815.86 125.88  24.184  0.229   0.952   0.309
645 2352.48 126.94  22.295  0.037   0.754   0.058
646 3452.09 127.15  21.699  0.028   1.001   0.043
647 1118.18 127.2   23.674  0.105   0.827   0.154
648 1314.57 128.69  24.272  0.201   0.967   0.291
649 2678.54 128.91  24.591  0.369   0.929   0.454
650 2278.53 128.99  22.672  0.072   0.769   0.096
651 1217.92 129.19  23.855  0.111   0.857   0.184
652 946.37  129.53  20.289  0.02    0.241   0.035
653 3206.23 129.55  24.818  0.356   0.997   0.432
654 2990.74 130.04  22.328  0.027   0.669   0.057
655 3417.36 130.18  24.71   0.313   1.069   0.5
656 2307.6  131.04  21.525  0.024   0.444   0.043
657 3798.15 131.05  23.566  0.081   0.792   0.126
658 3151.8  131.42  22.929  0.052   0.747   0.088
659 1590.42 132.3   21.99   0.03    0.716   0.053
660 1050.41 132.44  21.338  0.032   1.113   0.05
661 3896.11 132.94  22.042  0.032   1.022   0.063
662 2627.32 133.28  21.531  0.027   0.561   0.045
663 3243.81 133.3   24.152  0.146   0.901   0.214
664 2475.6  133.97  23.321  0.074   0.761   0.116
665 475.09  134.33  21.973  0.079   0.715   0.151
666 1249.38 134.76  22.109  0.025   0.666   0.044
667 789.31  134.88  24.34   0.176   0.894   0.341
668 2185.9  134.91  21.477  0.032   0.483   0.054
669 2885.35 134.91  23.855  0.12    0.857   0.181
670 938.45  134.94  22.56   0.045   0.71    0.071
671 3266.81 134.99  21.767  0.031   0.733   0.059
672 1707.66 135.04  24.177  0.141   0.91    0.201
673 330.86  135.18  23.473  0.098   0.859   0.144
674 4129.24 136.08  25.152  0.494   1.114   0.632
675 748.43  136.25  24.398  0.169   1.056   0.24
676 1179.14 136.37  25.062  0.455   1.032   0.6
677 2398.12 136.4   24  0.249   1.36    0.297
678 1973.58 136.45  24.934  0.483   1.007   0.662
679 4030.26 136.48  23.409  0.088   0.757   0.133
680 2454.25 136.71  22.148  0.042   0.615   0.069
681 2084.65 136.85  23.226  0.054   0.76    0.099
682 1821.68 136.92  24.034  0.203   0.936   0.291
683 1228.16 137.31  22.818  0.066   0.803   0.112
684 307.01  137.45  24.365  0.222   1.05    0.297
685 2515.87 137.45  23.733  0.122   0.83    0.182
686 4048.21 137.71  24.717  0.44    1.016   0.554
687 2347.39 138.2   23.972  0.255   0.918   0.32
688 2540.27 138.74  24.141  0.205   0.79    0.283
689 195.74  138.86  21.219  0.024   0.311   0.044
690 1438.79 138.93  23.635  0.113   0.977   0.159
691 180.56  138.93  24.129  0.143   1.05    0.198
692 2005.55 139.03  20.384  0.017   0.308   0.028
693 575.2   139.04  23.784  0.117   0.932   0.196
694 606.78  139.06  21.881  0.036   0.521   0.06
695 3436.93 139.09  23.225  0.054   0.826   0.099
696 1926.41 139.29  21.768  0.028   0.439   0.052
697 3697.99 139.58  19.567  0.014   1.102   0.024
698 2031.16 140 24.704  0.225   1.003   0.318
699 166.54  140.07  19.364  0.014   0.387   0.031
700 2111.43 140.44  24.865  0.367   1.048   0.479
701 3576.83 141.18  23.81   0.094   0.91    0.155
702 550.25  141.57  24.483  0.237   1.043   0.309
703 2880.08 141.75  24.909  0.469   1.024   0.575
704 745.17  143.52  24.802  0.336   1.056   0.482
705 3799.38 143.65  25.125  0.456   1.089   0.56
706 3170.23 143.95  23.274  0.081   0.729   0.13
707 4044.26 144.07  21.703  0.023   0.545   0.044
708 849.45  147.1   24.405  0.188   1.038   0.267
709 1780.99 147.12  24.728  0.233   1.036   0.325
710 1996.17 147.52  24.229  0.242   0.845   0.323
711 2808.89 147.55  23.435  0.089   0.776   0.132
712 1003.46 147.66  21.289  0.019   0.602   0.041
713 2411.22 147.95  23.659  0.113   0.848   0.222
714 2375.72 148.2   21.623  0.028   0.407   0.052
715 2387.68 149.43  22.505  0.082   0.771   0.172
716 785.95  150.35  23.443  0.099   0.821   0.142
717 1652.82 150.56  23.399  0.086   0.756   0.145
718 2895.74 150.92  22.178  0.032   0.548   0.058
719 1804.22 150.97  22.427  0.033   0.779   0.058
720 878.64  151.22  23.133  0.095   0.848   0.129
721 3032.34 151.53  20.678  0.018   0.334   0.033
722 606.95  152.05  22.285  0.033   0.78    0.066
723 2703.14 152.13  22.239  0.034   0.609   0.061
724 2664.32 152.63  22.372  0.052   0.712   0.077
725 1932.78 152.67  22.079  0.051   0.541   0.081
726 938.18  152.89  24.506  0.23    0.988   0.342
727 2144.47 153.3   21.735  0.026   0.617   0.043
728 3467.28 153.31  23.173  0.078   0.759   0.135
729 4115.23 153.41  22.744  0.066   0.723   0.102
730 1583.94 153.43  24.166  0.149   0.981   0.233
731 3766.55 153.6   24.557  0.307   0.922   0.429
732 3053.2  153.88  23.384  0.142   0.786   0.264
733 1971.47 153.93  23.753  0.11    0.852   0.182
734 2371.69 154.16  24.809  0.282   1.012   0.451
735 3797.88 154.42  24.669  0.291   1.019   0.371
736 3976.09 154.58  23.467  0.132   0.75    0.18
737 582.09  154.68  22.23   0.034   0.578   0.062
738 1737.66 154.76  22.439  0.056   0.794   0.093
739 2109.34 154.99  24.182  0.305   0.926   0.384
740 1479.8  155.16  24.633  0.212   0.976   0.316
741 1340.02 155.18  23.126  0.062   0.792   0.123
742 1278.89 155.29  24.082  0.113   0.895   0.175
743 3717.73 155.36  23.546  0.085   0.764   0.146
744 3680.93 155.57  23.877  0.132   0.946   0.197
745 1008.75 155.58  23.786  0.139   0.905   0.201
746 2978.16 155.74  24.785  0.405   0.93    0.522
747 448.2   156.29  23.766  0.096   0.809   0.173
748 1809.37 156.63  23.498  0.074   0.793   0.124
749 542.11  157.15  22.799  0.054   0.776   0.089
750 3587.24 157.27  23.818  0.118   0.791   0.179
751 478.9   157.41  22.942  0.051   0.753   0.091
752 1412.13 157.46  24.142  0.121   0.883   0.206
753 1572.65 157.56  20.748  0.015   0.407   0.033
754 1323.93 157.77  24.625  0.329   0.918   0.416
755 3739.8  158.15  23.46   0.099   0.768   0.145
756 1752.65 158.21  24.266  0.159   0.937   0.233
757 4070.12 158.31  21.605  0.029   0.97    0.051
758 644.72  158.33  22.544  0.042   0.609   0.073
759 1260.29 158.51  21.124  0.033   1.057   0.051
760 4032.75 158.51  19.889  0.01    0.135   0.02
761 436.5   158.77  24.013  0.172   0.95    0.263
762 134.93  160 23.402  0.115   0.875   0.196
763 1551.24 160.4   24.798  0.377   1.16    0.547
764 2487.06 160.54  23.774  0.087   0.778   0.146
765 1353.72 160.7   24.641  0.265   1.045   0.366
766 2215.15 160.83  24.892  0.278   1.244   0.388
767 3965.55 160.84  23.549  0.085   0.804   0.131
768 206.97  161.3   22.594  0.046   0.833   0.079
769 3233.55 161.73  24.828  0.254   1.003   0.34
770 3933.97 162.03  20.757  0.016   0.176   0.038
771 3607.41 162.78  22.682  0.046   0.73    0.082
772 405.84  163.05  23.559  0.091   0.862   0.135
773 2161.4  163.35  23.806  0.12    0.901   0.164
774 2046.94 164.21  21.603  0.034   1.207   0.053
775 3859.57 164.33  22.049  0.031   0.572   0.057
776 2585.4  164.64  23.498  0.115   0.768   0.156
777 3201.76 164.96  21.866  0.035   0.77    0.058
778 2454.39 165.3   21.27   0.023   0.714   0.04
779 868.29  165.49  23.753  0.13    0.833   0.186
780 1372.83 165.88  22.889  0.073   0.844   0.113
781 2173.59 166.63  24.38   0.189   0.93    0.265
782 1064.27 166.66  23.124  0.076   0.781   0.116
783 2663.84 166.66  25.397  0.442   1   0.616
784 121.94  166.72  22.455  0.058   0.976   0.083
785 4113.08 166.77  19.963  0.015   1.128   0.024
786 661.12  167.04  23.647  0.089   0.94    0.146
787 3415.76 167.3   21.977  0.032   0.566   0.054
788 1356.34 167.63  25.039  0.423   1.024   0.551
789 1694.07 167.79  23.644  0.12    0.79    0.18
790 83.96   168 20.828  0.016   0.366   0.033
791 858.27  168.18  24.81   0.346   1.043   0.455
792 2710.2  168.46  22.991  0.066   0.716   0.127
793 2086.16 168.55  23.904  0.099   0.824   0.166
794 2485.16 168.69  22.406  0.048   0.835   0.076
795 270.54  169.19  23.901  0.162   0.965   0.231
796 1946.61 169.33  23.334  0.068   0.846   0.128
797 2719.5  169.44  21.69   0.026   0.582   0.047
798 3493.98 169.56  23.006  0.065   0.695   0.102
799 422.08  169.81  23.181  0.085   0.749   0.14
800 3195.2  170.47  23.626  0.14    0.793   0.224
801 2435.05 170.83  20.24   0.019   1.113   0.036
802 3403.05 170.89  23.537  0.094   0.826   0.139
803 3013.54 170.95  24.418  0.163   1.002   0.24
804 3338.93 172.45  25.02   0.292   0.994   0.5
805 456.47  172.5   21.345  0.024   0.811   0.042
806 3988.87 172.67  21.224  0.02    0.3 0.042
807 2301.05 172.73  21.391  0.023   0.318   0.066
808 2410.35 172.87  21.921  0.029   0.673   0.065
809 1885.82 173.08  23.639  0.155   0.915   0.224
810 2366.43 173.42  21.126  0.02    0.41    0.036
811 198.97  173.49  22.725  0.062   0.735   0.101
812 865.99  173.55  24.461  0.295   0.868   0.396
813 3967.88 173.91  23.508  0.1 0.815   0.184
814 3117.14 174 24.029  0.131   0.874   0.187
815 509.73  174.17  22.254  0.037   0.711   0.06
816 2269.83 174.29  20.616  0.025   0.609   0.068
817 2788.49 174.33  24.69   0.247   0.999   0.361
818 3157.59 174.44  24.465  0.205   1.075   0.334
819 1644.6  174.97  23.765  0.168   0.926   0.235
820 1100.23 175.1   24.107  0.14    0.898   0.223
821 2422.21 175.43  24.306  0.151   0.891   0.242
822 1237.3  175.62  25.246  0.478   1.078   0.607
823 3913.88 175.79  22.49   0.035   0.67    0.063
824 1713.53 175.87  24.846  0.317   1.079   0.411
825 1206.84 175.99  24.857  0.467   1.168   0.569
826 1206.54 176.11  24.857  0.325   1.132   0.467
827 3424.77 176.7   22.257  0.049   0.992   0.072
828 1695.25 176.73  23.247  0.117   0.802   0.193
829 4021.19 176.99  23.152  0.129   0.749   0.171
830 954.42  177.29  22.839  0.046   0.736   0.078
831 3587.05 177.83  23.102  0.057   0.688   0.105
832 1801.05 178.13  22.62   0.057   0.76    0.09
833 1431.15 178.6   23.546  0.178   0.85    0.228
834 1313.05 178.6   23.539  0.099   0.835   0.142
835 1885.41 179.01  21.754  0.038   1.036   0.058
836 38.64   179.13  22.34   0.058   0.779   0.093
837 1584.36 179.61  24.674  0.358   0.92    0.51
838 711.09  179.8   24.809  0.307   1.037   0.446
839 3171.21 179.99  21.898  0.031   0.678   0.06
840 3629.75 180.05  24.087  0.122   0.893   0.204
841 968.1   181.22  22.692  0.045   0.823   0.072
842 2818.6  181.43  23.295  0.104   0.805   0.142
843 1384.59 181.7   22.005  0.042   0.73    0.065
844 3251.65 182.09  23.376  0.067   0.776   0.111
845 3161.18 183.07  23.59   0.171   0.8 0.216
846 3720.6  183.48  24.168  0.174   0.836   0.237
847 3921.05 183.61  23.385  0.089   0.851   0.151
848 2601.11 183.87  23.344  0.073   0.767   0.119
849 1891.71 184.91  24.525  0.16    0.906   0.301
850 2237.66 185.01  25.193  0.42    0.997   0.561
851 2961.51 186.15  25.065  0.331   0.967   0.476
852 133.87  186.47  22.478  0.044   0.82    0.07
853 2458.37 186.66  23.314  0.071   0.865   0.116
854 4013.9  186.71  24.477  0.25    0.905   0.364
855 3489.4  186.81  22.302  0.047   0.789   0.079
856 2583.36 187.43  24.115  0.151   0.898   0.221
857 3875.79 187.7   22.513  0.044   0.611   0.072
858 2175.3  187.85  22.743  0.054   0.7 0.082
859 2341.13 188.28  23.732  0.141   0.869   0.19
860 2984.85 188.64  23.655  0.097   0.809   0.158
861 176.43  188.69  24.283  0.192   0.989   0.261
862 2040.64 188.88  23.215  0.077   0.752   0.119
863 170.22  189.18  23.358  0.15    0.855   0.21
864 2069.54 189.29  21.166  0.013   0.382   0.033
865 2396.85 189.97  21.191  0.046   0.643   0.077
866 1648.16 190.03  19.738  0.016   1.144   0.026
867 2425.21 190.43  23.892  0.132   0.879   0.192
868 3687.36 190.72  22.51   0.041   0.683   0.07
869 1303.26 190.91  24.667  0.374   1.064   0.479
870 2887.31 191.52  23.751  0.104   0.889   0.153
871 1984.92 192.09  21.672  0.025   0.654   0.045
872 2098.06 192.1   24.18   0.248   0.893   0.367
873 882.66  192.49  24.389  0.273   1.085   0.333
874 3390.31 192.49  24.352  0.291   0.973   0.39
875 960.31  192.68  23.937  0.177   0.86    0.239
876 1774.81 192.76  24.945  0.384   0.989   0.609
877 1910.89 192.84  24.204  0.127   0.885   0.208
878 3270.87 193.09  23.742  0.107   0.859   0.167
879 388.79  193.19  22.125  0.037   0.739   0.06
880 149.46  193.34  22.195  0.032   0.613   0.065
881 991.66  193.59  24.508  0.274   0.978   0.341
882 1446.37 193.91  24.724  0.235   1.054   0.332
883 1854.66 194.43  20.296  0.013   0.276   0.026
884 2982.09 194.66  23.404  0.103   0.774   0.138
885 96.08   194.76  21.264  0.033   0.861   0.058
886 970.05  195.12  24.938  0.451   1.02    0.594
887 3370.57 195.4   23.389  0.093   0.767   0.138
888 480.4   196.53  21.765  0.03    0.456   0.049
889 1787.14 196.74  24.794  0.268   0.963   0.41
890 3276.82 196.88  22.938  0.079   0.767   0.114
891 1178.69 196.98  23.528  0.096   0.835   0.147
892 2413.03 197.18  22.169  0.034   0.603   0.068
893 697.17  197.32  20.808  0.016   0.507   0.03
894 558.32  197.71  22.12   0.043   0.796   0.068
895 832.72  197.83  21.483  0.023   0.5 0.041
896 3987.41 197.85  23.98   0.139   0.927   0.188
897 1945.17 198.38  24.894  0.394   1.466   0.535
898 2282.03 198.82  24.998  0.308   1.048   0.52
899 1922.94 198.86  24.59   0.237   0.977   0.335
900 2147.63 199.07  22.985  0.062   0.741   0.099
901 3308.41 199.17  23.516  0.077   0.847   0.159
902 2713.41 199.4   23.787  0.109   0.784   0.169
903 3889.76 199.57  23.654  0.135   0.805   0.179
904 778.38  199.73  21.912  0.048   0.454   0.069
905 3132.25 199.89  22.747  0.047   0.702   0.082
